Entity,Code,Year,Population (England)
United Kingdom,GBR,1895,28582000
United Kingdom,GBR,1896,28911000
United Kingdom,GBR,1897,29344000
United Kingdom,GBR,1898,29580000
United Kingdom,GBR,1899,29921000
United Kingdom,GBR,1900,30253000
United Kingdom,GBR,1901,30594000
United Kingdom,GBR,1902,30907000
United Kingdom,GBR,1903,31202000
United Kingdom,GBR,1904,31522000
United Kingdom,GBR,1905,31844000
United Kingdom,GBR,1906,32171000
United Kingdom,GBR,1907,32653000
United Kingdom,GBR,1908,32834000
United Kingdom,GBR,1909,33170000
United Kingdom,GBR,1910,33382000
United Kingdom,GBR,1911,33704000
United Kingdom,GBR,1912,33852000
United Kingdom,GBR,1913,34055000
United Kingdom,GBR,1914,34444000
United Kingdom,GBR,1915,34818000
United Kingdom,GBR,1916,34830000
United Kingdom,GBR,1917,34831000
United Kingdom,GBR,1918,34805000
United Kingdom,GBR,1919,34634000
United Kingdom,GBR,1920,34968000
United Kingdom,GBR,1921,35274000
United Kingdom,GBR,1922,35519000
United Kingdom,GBR,1923,35745000
United Kingdom,GBR,1924,36065000
United Kingdom,GBR,1925,36198000
United Kingdom,GBR,1926,36383000
United Kingdom,GBR,1927,36562000
United Kingdom,GBR,1928,36796000
United Kingdom,GBR,1929,36923000
United Kingdom,GBR,1930,37172000
United Kingdom,GBR,1931,37395000
United Kingdom,GBR,1932,37619000
United Kingdom,GBR,1933,37782000
United Kingdom,GBR,1934,37913000
United Kingdom,GBR,1935,38107000
United Kingdom,GBR,1936,38322000
United Kingdom,GBR,1937,38552000
United Kingdom,GBR,1938,38749000
United Kingdom,GBR,1939,38973000
United Kingdom,GBR,1940,39339000
United Kingdom,GBR,1941,39145000
United Kingdom,GBR,1942,39371000
United Kingdom,GBR,1943,39803000
United Kingdom,GBR,1944,40000000
United Kingdom,GBR,1945,40214000
United Kingdom,GBR,1946,40227000
United Kingdom,GBR,1947,40549000
United Kingdom,GBR,1948,40950000
United Kingdom,GBR,1949,41214000
United Kingdom,GBR,1950,41421000
United Kingdom,GBR,1951,41228000
United Kingdom,GBR,1952,41367000
United Kingdom,GBR,1953,41515000
United Kingdom,GBR,1954,41673000
United Kingdom,GBR,1955,41838000
United Kingdom,GBR,1956,42059000
United Kingdom,GBR,1957,42296000
United Kingdom,GBR,1958,42494000
United Kingdom,GBR,1959,42763000
United Kingdom,GBR,1960,43146000
United Kingdom,GBR,1961,43566000
United Kingdom,GBR,1962,44006000
United Kingdom,GBR,1963,44311000
United Kingdom,GBR,1964,44648000
United Kingdom,GBR,1965,44979000
United Kingdom,GBR,1966,45265000
United Kingdom,GBR,1967,45562000
United Kingdom,GBR,1968,45791000
United Kingdom,GBR,1969,46014000
United Kingdom,GBR,1970,46167000
United Kingdom,GBR,1971,46412000
United Kingdom,GBR,1972,46572000
United Kingdom,GBR,1973,46686000
United Kingdom,GBR,1974,46683000
United Kingdom,GBR,1975,46674000
United Kingdom,GBR,1976,46660000
United Kingdom,GBR,1977,46640000
United Kingdom,GBR,1978,46638000
United Kingdom,GBR,1979,46698000
United Kingdom,GBR,1980,46787000
United Kingdom,GBR,1981,46821000
United Kingdom,GBR,1982,46777000
United Kingdom,GBR,1983,46814000
United Kingdom,GBR,1984,46912000
United Kingdom,GBR,1985,47057000
United Kingdom,GBR,1986,47188000
United Kingdom,GBR,1987,47300000
United Kingdom,GBR,1988,47412000
United Kingdom,GBR,1989,47553000
United Kingdom,GBR,1990,47699000
United Kingdom,GBR,1991,47875000
United Kingdom,GBR,1992,47998000
United Kingdom,GBR,1993,48102000
United Kingdom,GBR,1994,48229000
United Kingdom,GBR,1995,48383000
United Kingdom,GBR,1996,48519000
United Kingdom,GBR,1997,48665000
United Kingdom,GBR,1998,48821000
United Kingdom,GBR,1999,49033000
United Kingdom,GBR,2000,49233000
United Kingdom,GBR,2001,49450000
United Kingdom,GBR,2002,49679000
United Kingdom,GBR,2003,49926000
United Kingdom,GBR,2004,50195000
United Kingdom,GBR,2005,50606000
United Kingdom,GBR,2006,50965000
United Kingdom,GBR,2007,51381000
United Kingdom,GBR,2008,51816000
United Kingdom,GBR,2009,52196000
United Kingdom,GBR,2010,52642000
United Kingdom,GBR,2011,53107000
United Kingdom,GBR,2012,53494000
United Kingdom,GBR,2013,53866000
United Kingdom,GBR,2014,54317000
United Kingdom,GBR,2015,54786000
United Kingdom,GBR,2016,55219000
