DSM AB,Population,Stock,PpD,Stock change,Inflow,Outflow
1723,5407071.710930601,0.0,4.707304215059933,,,
1724,5439468.496832898,0.0,4.707304212038765,,,
1725,5454810.992014558,0.0,4.707304208763003,,,
1726,5450000.0,0.0,4.707304205211192,,,
1727,5425035.52078923,0.0,4.707304201360068,,,
1728,5379917.554382242,0.0,4.70730419718441,,,
1729,5320220.391499683,0.0,4.707304192656868,,,
1730,5279389.776465389,0.0,4.7073041877477895,,,
1731,5263000.0,0.0,4.7073041824250215,,,
1732,5271051.062103519,0.0,4.707304176653703,,,
1733,5303542.962775942,0.0,4.707304170396034,,,
1734,5356569.154169006,0.0,4.70730416361103,,,
1735,5406690.349193117,0.0,4.707304156254254,,,
1736,5450000.0,0.0,4.707304148277519,,,
1737,5486498.106589665,0.0,4.707304139628584,,,
1738,5516184.668962103,0.0,4.707304130250801,,,
1739,5539524.683486277,0.0,4.7073041200827515,,,
1740,5559308.128375926,0.0,4.707304109057837,,,
1741,5576000.0,0.0,4.707304097103852,,,
1742,5589600.298358507,0.0,4.707304084142502,,,
1743,5600109.023451442,0.0,4.707304070088896,,,
1744,5608402.744913332,0.0,4.707304054850991,,,
1745,5619740.880551346,0.0,4.707304038328984,,,
1746,5635000.0,0.0,4.707304020414665,,,
1747,5654180.103259304,0.0,4.707304000990703,,,
1748,5677281.19032925,0.0,4.70730397992988,,,
1749,5704378.847033726,0.0,4.707303957094258,,,
1750,5735926.588316017,0.0,4.707303932334273,,,
1751,5772000.0,0.0,4.707303905487761,,,
1752,5812599.08208568,0.0,4.707303876378887,,,
1753,5857723.834573053,0.0,4.707303844817004,,,
1754,5906284.172884307,0.0,4.707303810595396,,,
1755,5951739.589552563,0.0,4.707303773489927,,,
1756,5993000.0,0.0,4.707303733257573,,,
1757,6030065.404226625,0.0,4.707303689634833,,,
1758,6062935.802232429,0.0,4.707303642335997,,,
1759,6092036.115660423,0.0,4.707303591051281,,,
1760,6119915.874368615,0.0,4.707303535444795,,,
1761,6147000.0,0.0,4.707303475152341,,,
1762,6173288.4925545845,0.0,4.707303409779033,,,
1763,6198781.3520323625,0.0,4.707303338896708,,,
1764,6223739.133153143,0.0,4.707303262041119,,,
1765,6249725.164235757,0.0,4.707303178708901,,,
1766,6277000.0,0.0,4.707303088354266,,,
1767,6305563.640445879,0.0,4.707302990385434,,,
1768,6335416.08557339,0.0,4.70730288416076,,,
1769,6367169.085420707,0.0,4.707302768984521,,,
1770,6404493.140216855,0.0,4.70730264410237,,,
1771,6448000.0,0.0,4.707302508696389,,,
1772,6497689.664770147,0.0,4.707302361879737,,,
1773,6553562.13452729,0.0,4.707302202690837,,,
1774,6614886.354322606,0.0,4.707302030087079,,,
1775,6677275.9944631215,0.0,4.707301842937997,,,
1776,6740000.0,0.0,4.707301640017858,,,
1777,6803058.3709332505,0.0,4.707301419997636,,,
1778,6866451.107262864,0.0,4.707301181436312,,,
1779,6929512.788643651,0.0,4.707300922771433,,,
1780,6988250.89300443,0.0,4.7073006423088755,,,
1781,7042000.0,0.0,4.707300338211756,,,
1782,7090760.109630367,0.0,4.707300008488401,,,
1783,7134531.221895525,0.0,4.707299650979296,,,
1784,7175436.913815488,0.0,4.707299263342949,,,
1785,7226218.647510312,0.0,4.707298843040554,,,
1786,7289000.0,0.0,4.7072983873193595,,,
1787,7363780.971284559,0.0,4.707297893194647,,,
1788,7450561.561363982,0.0,4.70729735743018,,,
1789,7547625.728463418,0.0,4.707296776517008,,,
1790,7644677.221933711,0.0,4.707296146650491,,,
1791,7740000.0,0.0,4.707295463705376,,,
1792,7833594.06266229,0.0,4.707294723208786,,,
1793,7925459.409920575,0.0,4.707293920310925,,,
1794,8015888.715404003,0.0,4.707293049753319,,,
1795,8106638.020887431,0.0,4.707292105834376,,,
1796,8198000.0,0.0,4.707291082372048,,,
1797,8289974.652741713,0.0,4.70728997266335,,,
1798,8382561.979112571,0.0,4.70728876944046,,,
1799,8475761.979112571,0.0,4.707287464823125,,,
1800,8620000.0,0.0,4.707286050267059,,,
1801,8671000.0,0.0,4.7072845165079915,,,
1802,8731000.0,0.0,4.707282853500999,,,
1803,8832000.0,0.0,4.707281050354729,,,
1804,8945000.0,0.0,4.707279095260085,,,
1805,9092000.0,0.0,4.707276975412896,,,
1806,9232000.0,0.0,4.7072746769300755,,,
1807,9368000.0,0.0,4.7072721847587236,,,
1808,9498000.0,0.0,4.70726948257756,,,
1809,9624000.0,0.0,4.707266552690066,,,
1810,9738000.0,0.0,4.707263375908615,,,
1811,9864000.0,0.0,4.707259931428854,,,
1812,9988000.0,0.0,4.707256196693496,,,
1813,10141000.0,0.0,4.70725214724465,,,
1814,10274000.0,0.0,4.707247756563701,,,
1815,10458000.0,0.0,4.7072429958977215,,,
1816,10628000.0,0.0,4.707237834071255,,,
1817,10802000.0,0.0,4.707232237282255,,,
1818,10957000.0,0.0,4.70722616888084,,,
1819,11122000.0,0.0,4.707219589129432,,,
1820,11268000.0,0.0,4.707212454942682,,,
1821,11457000.0,0.0,4.707204719605526,,,
1822,11652000.0,0.0,4.707196332467497,,,
1823,11839000.0,0.0,4.707187238611311,,,
1824,12017000.0,0.0,4.707177378493571,,,
1825,12208000.0,0.0,4.707166687555231,,,
1826,12374000.0,0.0,4.707155095799297,,,
1827,12528000.0,0.0,4.707142527332995,,,
1828,12728000.0,0.0,4.707128899871446,,,
1829,12903000.0,0.0,4.707114124199593,,,
1830,13074000.0,0.0,4.707098103588894,,,
1831,13254000.0,0.0,4.707080733164983,,,
1832,13394000.0,0.0,4.707061899222189,,,
1833,13565000.0,0.0,4.70704147848045,,,
1834,13760000.0,0.0,4.7070193372798235,,,
1835,13921000.0,0.0,4.706995330707339,,,
1836,14100000.0,0.0,4.706969301650546,,,
1837,14261000.0,0.0,4.706941079771644,,,
1838,14416000.0,0.0,4.706910480395521,,,
1839,14594000.0,0.0,4.706877303304553,,,
1840,14769000.0,0.0,4.706841331432358,,,
1841,14937000.0,0.0,4.706802329448097,,,
1842,15073000.0,0.0,4.706760042222195,,,
1843,15264000.0,0.0,4.706714193163628,,,
1844,15455000.0,0.0,4.7066644824181,,,
1845,15648000.0,0.0,4.706610584915553,,,
1846,15841000.0,0.0,4.706552148254534,,,
1847,16035000.0,0.0,4.706488790409915,,,
1848,16230000.0,0.0,4.706420097249342,,,
1849,16426000.0,0.0,4.706345619842674,,,
1850,16622000.0,0.0,4.706264871547307,,,
1851,16820000.0,0.0,4.706177324851014,,,
1852,17018000.0,0.0,4.706082407952374,,,
1853,17218000.0,0.0,4.705979501057339,,,
1854,17418000.0,0.0,4.705867932368746,,,
1855,17618000.0,0.0,4.705746973743817,,,
1856,17820000.0,0.0,4.705615835992663,,,
1857,18021000.0,0.0,4.705473663788803,,,
1858,18223000.0,0.0,4.705319530160382,,,
1859,18426000.0,0.0,4.705152430528484,,,
1860,18629000.0,0.0,4.704971276256309,,,
1861,18833000.0,0.0,4.704774887670322,,,
1862,19073000.0,0.0,4.704561986511601,,,
1863,19315000.0,0.0,4.704331187772542,,,
1864,19561000.0,0.0,4.704080990870876,,,
1865,19810000.0,0.0,4.703809770109546,,,
1866,20062000.0,0.0,4.703515764367397,,,
1867,20317000.0,0.0,4.703197065961932,,,
1868,20575000.0,0.0,4.702851608621409,,,
1869,20837000.0,0.0,4.702477154499552,,,
1870,21102000.0,0.0,4.702071280161933,,,
1871,21376000.0,0.0,4.70163136146875,,,
1872,21669000.0,0.0,4.701154557274383,,,
1873,21966000.0,0.0,4.700637791859657,,,
1874,22266000.0,0.0,4.700077736008326,,,
1875,22571000.0,0.0,4.6994707866349765,,,
1876,22880000.0,0.0,4.698813044867352,,,
1877,23194000.0,0.0,4.698100292482161,,,
1878,23511000.0,0.0,4.697327966589914,,,
1879,23833000.0,0.0,4.696491132461254,,,
1880,24159000.0,0.0,4.695584454384909,,,
1881,24474000.0,0.0,4.694602164445951,,,
1882,24797000.0,0.0,4.693538029112704,,,
1883,25013000.0,0.0,4.6923853135217435,,,
1884,25292000.0,0.0,4.691136743353334,,,
1885,25574000.0,0.0,4.689784464194632,,,
1886,25859000.0,0.0,4.6883199982956665,,,
1887,26148000.0,0.0,4.686734198633905,,,
1888,26440000.0,0.0,4.685017200217783,,,
1889,26735000.0,0.0,4.683158368578627,,,
1890,27003000.0,0.0,4.68114624542475,,,
1891,27304000.0,0.0,4.678968491462008,,,
1892,27618000.0,0.0,4.676611826422857,,,
1893,27936000.0,0.0,4.674061966392056,,,
1894,28257000.0,0.0,4.671303558572927,,,
1895,28582000.0,0.0,4.668320113704825,,,
1896,28911000.0,0.0,4.665093936421845,,,
1897,29344000.0,0.0,4.661606053936236,,,
1898,29580000.0,364.2292201011308,4.65783614353941,,,
1899,29921000.0,1886.0288694072628,4.653762459540437,,,
1900,30253000.0,3446.2951109529126,4.649361760408359,,,
1901,30594000.0,5045.875710117772,4.644609237052301,,,
1902,30907000.0,6685.670965513466,4.639478443363656,,,
1903,31202000.0,8366.63967690557,4.633941230359098,,,
1904,31522000.0,10089.805684390925,4.627967685502638,,,
1905,31844000.0,11856.265014786206,4.621526079049786,,,
1906,32171000.0,13667.193669833618,4.61458281954681,,,
1907,32653000.0,15523.85608866003,4.607102420931444,,,
1908,32834000.0,17427.614313450675,4.599047484015535,,,
1909,33170000.0,19379.93788241636,4.590378695480347,,,
1910,33382000.0,21382.414467403843,4.581054847874983,,,
1911,33704000.0,23436.76126480998,4.571032884468249,,,
1912,33852000.0,25544.83713720989,4.56026797315224,,,
1913,34055000.0,27708.65548911121,4.54871361391589,,,
1914,34444000.0,29930.39784297008,4.536321784679361,,,
1915,34818000.0,32212.428060697286,4.523043130481345,,,
1916,34830000.0,34557.30713080503,4.508827201112851,,,
1917,34831000.0,36967.808411864215,4.493622742260126,,,
1918,34805000.0,39446.93318849283,4.477378045019265,,,
1919,34634000.0,41997.92635649277,4.46004135823566,,,
1920,34968000.0,44624.292008861674,4.44156136746078,,,
1921,35274000.0,47329.80864409116,4.421887743364782,,,
1922,35519000.0,50118.54366273256,4.4009717611567245,,,
1923,35745000.0,52994.86675821989,4.378766990911482,,,
1924,36065000.0,55963.461744235676,4.355230056661006,,,
1925,36198000.0,59029.33629485791,4.3303214596701,,,
1926,36383000.0,62197.829007323955,4.304006458496865,,,
1927,36562000.0,65474.61313303173,4.276255995275805,,,
1928,36796000.0,68865.69626357392,4.24704765422946,,,
1929,36923000.0,72377.41520930346,4.216366634820978,,,
1930,37172000.0,76016.42527283759,4.184206718352588,,,
1931,37395000.0,79789.68310445375,4.150571203379615,,,
1932,37619000.0,83704.42233675442,4.115473782266979,,,
1933,37782000.0,87768.12123837222,4.078939328812478,,,
1934,37913000.0,91988.46170755074,4.041004565358747,,,
1935,38107000.0,96373.27905198239,4.00171857746954,,,
1936,38322000.0,100930.50217650089,3.9611431452845958,,,
1937,38552000.0,105668.08402822468,3.919352863267607,,,
1938,38749000.0,110593.9224308841,3.8764350243229124,,,
1939,38973000.0,115715.77177373439,3.8324892501763994,,,
1940,39339000.0,121041.14639982501,3.787626857373956,,,
1941,39145000.0,126577.21695286111,3.741969956997439,,,
1942,39371000.0,132330.7013760135,3.695650295859071,,,
1943,39803000.0,138307.75268966638,3.648807857026034,,,
1944,40000000.0,144513.8460841083,3.60158924748306,,,
1945,40214000.0,150953.66821975887,3.5541459099581054,,,
1946,40227000.0,157631.0119026707,3.50663220382101,,,
1947,40549000.0,164548.67946859967,3.4592034059865413,,,
1948,40950000.0,171708.398239023,3.4120136864931667,,,
1949,41214000.0,179110.7512883173,3.365214114622236,,,
1950,41421000.0,186755.12647147247,3.318950749983678,,,
1951,41228000.0,194639.68620635738,3.2733628690266134,,,
1952,41367000.0,202761.35989499674,3.2285813712173024,,,
1953,41515000.0,211115.86012921933,3.1847274010931916,,,
1954,41673000.0,219697.72299234633,3.1419112130895472,,,
1955,41838000.0,228500.37188542946,3.1002312960410885,,,
1956,42059000.0,237516.20342439826,3.0597737641874603,,,
1957,42296000.0,246736.69312562433,3.0206120119171196,,,
1958,42494000.0,256152.51787153815,2.9828066208443085,,,
1959,42763000.0,265753.6915679237,2.946405500491578,,,
1960,43146000.0,275529.7100015933,2.9114442380827072,,,
1961,43566000.0,285469.7007010539,2.8779466288471216,,,
1962,44006000.0,295562.5735966575,2.845925355788612,,,
1963,44311000.0,305797.1684618863,2.8153827869708783,,,
1964,44648000.0,316162.3954708223,2.7863118588373554,,,
1965,44979000.0,326647.3656968473,2.7586970156806494,,,
1966,45265000.0,337241.50896627567,2.7325151778505474,,,
1967,45562000.0,347934.67712595535,2.707736714379223,,,
1968,45791000.0,358717.2314470667,2.6843263991625994,,,
1969,46014000.0,369580.1135307302,2.662244333450292,,,
1970,46167000.0,380514.8996750651,2.641446820980547,,,
1971,46411850.0,391513.83918433427,2.62188718550741,,,
1972,46571950.0,402569.87753389816,2.603516523600015,,,
1973,46686100.0,413676.6656418535,2.5862843883792728,,,
1974,46682850.0,424828.5567390166,2.5701394022578175,,,
1975,46674200.0,436020.5924775894,2.5550297987534947,,,
1976,46659950.0,447248.4799848849,2.540903895063858,,,
1977,46639900.0,458508.5615631184,2.527710498343159,,,
1978,46638100.0,469797.77867318224,2.5153992495480737,,,
1979,46698050.0,481113.63173265825,2.5039209093537127,,,
1980,46787100.0,492454.13711917977,2.49322759102946,,,
1981,46820902.5,503817.78261177614,2.4832729453467906,,,
1982,46777168.5,515203.4823342806,2.4740123026082093,,,
1983,46813846.5,526610.5320959919,2.465402776774288,,,
1984,46912222.0,538038.565860511,2.457403336456738,,,
1985,47057179.5,549487.5139206118,2.449974847267475,,,
1986,47187821.5,560957.5632164549,2.4430800896902145,,,
1987,47300209.5,572449.1201105159,2.4366837562915173,,,
1988,47412171.0,583962.7758238063,2.430752431727833,,,
1989,47552825.5,595499.2746466218,2.4252545586459164,,,
1990,47699058.0,607059.4849604142,2.4201603922250023,,,
1991,47875017.5,618644.3730458462,2.4154419457768044,,,
1992,47997986.5,630254.9796035939,2.4110729295080913,,,
1993,48102159.5,641892.3988775184,2.4070286842630257,,,
1994,48228890.5,653557.7602432728,2.403286111799951,,,
1995,48383230.5,665252.2121070584,2.3998236029202036,,,
1996,48519064.5,676976.907948339,2.3966209645544176,,,
1997,48664888.5,688732.9943352113,2.393659346723614,,,
1998,48820791.5,700521.6007404396,2.3909211701268185,,,
1999,49032936.0,712343.83098928,2.3883900549624033,,,
2000,49233155.5,724200.7561761711,2.386050751465044,,,
2001,49449873.0,736093.4088947081,2.3838890725323774,,,
2002,49679133.5,748022.7786349443,2.381891828723345,,,
2003,49925758.5,759989.808211474,2.3800467658321405,,,
2004,50194800.0,771995.391096408,2.3783425051759695,,,
2005,50606017.0,784040.3695417349,2.3767684866800756,,,
2006,50965093.0,796125.5333856575,2.375314914798186,,,
2007,51381046.5,808251.619447887,2.373972707269531,,,
2008,51815926.5,820419.3114278724,2.372733446683663,,,
2009,52196190.5,832629.2402294186,2.371589334800524,,,
2010,52642226.0,844881.9846431538,2.3705331495545936,,,
2011,53107084.5,857178.0723262846,2.3695582046577637,,,
2012,53500406.0,869517.9810261811,2.3686583117050923,,,
2013,53892343.0,881902.1400006127,2.367827744680221,,,
2014,54343659.5,894330.9315938127,2.3670612067524184,,,
2015,54797338.0,906804.6929322985,2.366353799254529,,,
2016,55254017.0,919323.7177097244,2.365700992730158,,,
2017,55619548.0,931888.2580339174,2.3650985999388494,,,
2018,55924528.0,944498.526313248,2.364542750709579,,,
2019,56230056.0,957154.697162751,2.3640298685352943,,,
2020,56325961.0,969856.9093136677,2.3635566488043427,,,
2021,56554891.0,982605.2675122706,2.3631200385682214,,,
2022,57106398.0,995399.8443966385,2.362717217749027,,,
2023,57364306.15048608,1008240.6823416384,2.3623455816942025,,,
2024,57867501.81847279,1021127.7952644695,2.362002724990506,,,
2025,58370697.48645951,1034061.1703844426,2.3616864264535575,,,
2026,58873893.15444624,1047040.7699321038,2.36139463521374,,,
2027,59209356.93310404,1060066.5328039739,2.3611254578236016,,,
2028,59544820.711761855,1073138.376159954,2.36087714631622,,,
2029,59880284.49041968,1086256.1969617186,2.3606480871481588,,,
2030,60131882.32441303,1099419.8734504934,2.3604367909647035,,,
2031,60467346.10307084,1112629.2665640628,2.3602418831289596,,,
2032,60718943.93706421,1125884.2212924066,2.36006209496012,,,
2033,60970541.77105757,1139184.5679726799,2.3598962556297782,,,
2034,61222139.60505093,1152530.1235239725,2.3597432846685407,,,
2035,61557603.383708745,1165920.6926229056,2.3596021850384035,,,
2036,61809201.217702106,1179356.0688212353,2.359472036729391,,,
2037,62060799.05169546,1192836.035606866,2.3593519908418124,,,
2038,62312396.88568881,1206360.3674098433,2.3592412641181877,,,
2039,62563994.71968217,1219928.830554841,2.359139133891418,,,
2040,62815592.55367554,1233541.1841621124,2.3590449334181476,,,
2041,62983324.443004444,1247197.18099852,2.3589580475684926,,,
2042,63234922.276997805,1260896.56828043,2.358877908845376,,,
2043,63486520.110991165,1274639.0884305588,2.358803993708656,,,
2044,63738117.944984525,1288424.4797904065,2.3587358191810415,,,
2045,63989715.77897788,1302252.4772901437,2.3586729397144772,,,
2046,64241313.61297124,1316122.8130779734,2.3586149442972495,,,
2047,64492911.4469646,1330035.2171104152,2.358561453783519,,,
2048,64744509.28095796,1343989.417705656,2.3585121184283624,,,
2049,64996107.11495132,1357985.1420613134,2.3584666156126475,,,
2050,65247704.94894468,1372022.1167386405,2.358424647743249,,,
