DSM MFH,Population,Stock,PpD,Stock change,Inflow,Outflow
1693,4945208.066824576,170562.8147337581,4.707304247745887,,,
1694,4947608.670405221,169904.64746952165,4.70730424747917,,,
1695,4952889.365095419,169257.44556082407,4.707304247189978,,,
1696,4962000.0,168621.24262428656,4.707304246876416,,,
1697,4974940.575118973,167996.0735369957,4.707304246536429,,,
1698,4991711.09045233,167381.97447745185,4.707304246167792,,,
1699,5012031.454890528,166778.98296769592,4.707304245768089,,,
1700,5034221.121776269,166187.13791654838,4.707304245334704,,,
1701,5058000.0,165606.47966414274,4.707304244864797,,,
1702,5083368.089561727,165037.05002761853,4.707304244355291,,,
1703,5110325.390461443,164478.89234808952,4.707304243802849,,,
1704,5138122.60025161,163932.05153891537,4.707304243203852,,,
1705,5162263.904246978,163396.5741352549,4.707304242554378,,,
1706,5182000.0,162872.50834498415,4.7073042418501725,,,
1707,5197330.887510681,162359.9041009497,4.707304241086623,,,
1708,5208256.566779015,161858.81311463122,4.707304240258729,,,
1709,5215392.943599807,161369.2889312418,4.707304239361069,,,
1710,5222435.452741871,160891.38698622672,4.707304238387763,,,
1711,5230000.0,160425.16466329293,4.707304237332436,,,
1712,5238086.585374203,159970.68135390992,4.707304236188176,,,
1713,5246695.208864472,159527.99851836302,4.70730423494749,,,
1714,5255839.738149544,159097.1797483608,4.707304233602249,,,
1715,5265603.379301811,158678.2908312295,4.707304232143646,,,
1716,5276000.0,158271.39981577228,4.707304230562126,,,
1717,5287029.600244116,157876.57707969286,4.707304228847331,,,
1718,5298692.180034154,157493.8953988199,4.70730422698803,,,
1719,5311488.627502926,157123.43001791707,4.707304224972045,,,
1720,5328424.271447273,156765.2587233432,4.707304222786173,,,
1721,5350000.0,156419.46191742178,4.707304220416097,,,
1722,5376215.8131611105,156086.12269461554,4.707304217846294,,,
1723,5407071.710930601,155765.32691956338,4.707304215059933,,,
1724,5439468.496832898,155457.1633069466,4.707304212038765,,,
1725,5454810.992014558,155161.7235032687,4.707304208763003,,,
1726,5450000.0,154879.1021705443,4.707304205211192,,,
1727,5425035.52078923,154609.3970719325,4.707304201360068,,,
1728,5379917.554382242,154352.70915938893,4.70730419718441,,,
1729,5320220.391499683,154109.14266325737,4.707304192656868,,,
1730,5279389.776465389,153878.80518397858,4.7073041877477895,,,
1731,5263000.0,153661.80778581512,4.7073041824250215,,,
1732,5271051.062103519,153458.2650926778,4.707304176653703,,,
1733,5303542.962775942,153268.2953861046,4.707304170396034,,,
1734,5356569.154169006,153092.0207053587,4.70730416361103,,,
1735,5406690.349193117,152929.56694973033,4.707304156254254,,,
1736,5450000.0,152781.0639830294,4.707304148277519,,,
1737,5486498.106589665,152646.6457403184,4.707304139628584,,,
1738,5516184.668962103,152526.4503369136,4.707304130250801,,,
1739,5539524.683486277,152420.62017962584,4.7073041200827515,,,
1740,5559308.128375926,152329.3020803893,4.707304109057837,,,
1741,5576000.0,152252.6473721273,4.707304097103852,,,
1742,5589600.298358507,152190.8120270514,4.707304084142502,,,
1743,5600109.023451442,152143.95677728506,4.707304070088896,,,
1744,5608402.744913332,152112.24723791803,4.707304054850991,,,
1745,5619740.880551346,152095.8540324523,4.707304038328984,,,
1746,5635000.0,152094.9529206889,4.707304020414665,,,
1747,5654180.103259304,152109.72492910197,4.707304000990703,,,
1748,5677281.19032925,152140.35648359565,4.70730397992988,,,
1749,5704378.847033726,152187.03954487422,4.707303957094258,,,
1750,5735926.588316017,152249.97174618038,4.707303932334273,,,
1751,5772000.0,152329.35653361605,4.707303905487761,,,
1752,5812599.08208568,152425.40330899577,4.707303876378887,,,
1753,5857723.834573053,152538.3275751574,4.707303844817004,,,
1754,5906284.172884307,152668.35108388585,4.707303810595396,,,
1755,5951739.589552563,152815.7019863435,4.707303773489927,,,
1756,5993000.0,152980.6149860135,4.707303733257573,,,
1757,6030065.404226625,153163.33149427996,4.707303689634833,,,
1758,6062935.802232429,153364.0997884368,4.707303642335997,,,
1759,6092036.115660423,153583.1751723324,4.707303591051281,,,
1760,6119915.874368615,153820.8201395164,4.707303535444795,,,
1761,6147000.0,154077.3045388736,4.707303475152341,,,
1762,6173288.4925545845,154352.90574287449,4.707303409779033,,,
1763,6198781.3520323625,154647.9088181999,4.707303338896708,,,
1764,6223739.133153143,154962.60669899188,4.707303262041119,,,
1765,6249725.164235757,155297.30036244745,4.707303178708901,,,
1766,6277000.0,155652.29900694423,4.707303088354266,,,
1767,6305563.640445879,156027.92023256756,4.707302990385434,,,
1768,6335416.08557339,156424.4902239825,4.70730288416076,,,
1769,6367169.085420707,156842.34393576617,4.707302768984521,,,
1770,6404493.140216855,157281.825279951,4.70730264410237,,,
1771,6448000.0,157743.28731594814,4.707302508696389,,,
1772,6497689.664770147,158227.09244267386,4.707302361879737,,,
1773,6553562.13452729,158733.61259286906,4.707302202690837,,,
1774,6614886.354322606,159263.22942958216,4.707302030087079,,,
1775,6677275.9944631215,159816.33454475226,4.707301842937997,,,
1776,6740000.0,160393.3296597999,4.707301640017858,,,
1777,6803058.3709332505,160994.62682820592,4.707301419997636,,,
1778,6866451.107262864,161620.64864002232,4.707301181436312,,,
1779,6929512.788643651,162271.8284281433,4.707300922771433,,,
1780,6988250.89300443,162948.61047641086,4.7073006423088755,,,
1781,7042000.0,163651.4502293382,4.707300338211756,,,
1782,7090760.109630367,164380.8145034648,4.707300008488401,,,
1783,7134531.221895525,165137.18170015982,4.707299650979296,,,
1784,7175436.913815488,165921.04201988876,4.707299263342949,,,
1785,7226218.647510312,166732.89767769066,4.707298843040554,,,
1786,7289000.0,167573.26311996975,4.7072983873193595,,,
1787,7363780.971284559,168442.66524225226,4.707297893194647,,,
1788,7450561.561363982,169341.64360796983,4.70729735743018,,,
1789,7547625.728463418,170270.75066808882,4.707296776517008,,,
1790,7644677.221933711,171230.55198141624,4.707296146650491,,,
1791,7740000.0,172221.6264355411,4.707295463705376,,,
1792,7833594.06266229,173244.56646814136,4.707294723208786,,,
1793,7925459.409920575,174299.97828871128,4.707293920310925,,,
1794,8015888.715404003,175388.48210029711,4.707293049753319,,,
1795,8106638.020887431,176510.71232135096,4.707292105834376,,,
1796,8198000.0,177667.3178073638,4.707291082372048,,,
1797,8289974.652741713,178858.96207217537,4.70728997266335,,,
1798,8382561.979112571,180086.32350882108,4.70728876944046,,,
1799,8475761.979112571,181350.09560964108,4.707287464823125,,,
1800,8620000.0,182650.9871856517,4.707286050267059,,,
1801,8671000.0,183989.72258479169,4.7072845165079915,,,
1802,8731000.0,185367.0419089557,4.707282853500999,,,
1803,8832000.0,186783.7012297207,4.707281050354729,,,
1804,8945000.0,188240.4728023461,4.707279095260085,,,
1805,9092000.0,189738.14527804835,4.707276975412896,,,
1806,9232000.0,191277.52391427942,4.7072746769300755,,,
1807,9368000.0,192859.43078276477,4.7072721847587236,,,
1808,9498000.0,194484.7049752061,4.70726948257756,,,
1809,9624000.0,196154.20280631143,4.707266552690066,,,
1810,9738000.0,197868.79801409875,4.707263375908615,,,
1811,9864000.0,199629.38195708802,4.707259931428854,,,
1812,9988000.0,201436.8638084354,4.707256196693496,,,
1813,10141000.0,203292.17074652642,4.70725214724465,,,
1814,10274000.0,205196.24814201906,4.707247756563701,,,
1815,10458000.0,207150.0597411869,4.7072429958977215,,,
1816,10628000.0,209154.58784516694,4.707237834071255,,,
1817,10802000.0,211210.83348518793,4.707232237282255,,,
1818,10957000.0,213319.8165934398,4.70722616888084,,,
1819,11122000.0,215482.57616952524,4.707219589129432,,,
1820,11268000.0,217700.17044236202,4.707212454942682,,,
1821,11457000.0,219973.67702731668,4.707204719605526,,,
1822,11652000.0,222304.19307866928,4.707196332467497,,,
1823,11839000.0,224692.8354370979,4.707187238611311,,,
1824,12017000.0,227140.74077228658,4.707177378493571,,,
1825,12208000.0,229649.06572063672,4.707166687555231,,,
1826,12374000.0,232218.9870179836,4.707155095799297,,,
1827,12528000.0,234851.7016274893,4.707142527332995,,,
1828,12728000.0,237548.42686269726,4.707128899871446,,,
1829,12903000.0,240310.40050598865,4.707114124199593,,,
1830,13074000.0,243138.8809225072,4.707098103588894,,,
1831,13254000.0,246035.14716990208,4.707080733164983,,,
1832,13394000.0,249000.49910416556,4.707061899222189,,,
1833,13565000.0,252036.25748185848,4.70704147848045,,,
1834,13760000.0,255143.76405940336,4.7070193372798235,,,
1835,13921000.0,258324.38168974876,4.706995330707339,,,
1836,14100000.0,261579.4944170928,4.706969301650546,,,
1837,14261000.0,264910.50757074566,4.706941079771644,,,
1838,14416000.0,268318.8478583916,4.706910480395521,,,
1839,14594000.0,271805.9634604535,4.706877303304553,,,
1840,14769000.0,275373.32412612793,4.706841331432358,,,
1841,14937000.0,279022.42127280973,4.706802329448097,,,
1842,15073000.0,282754.76809015736,4.706760042222195,,,
1843,15264000.0,286571.89965062536,4.706714193163628,,,
1844,15455000.0,290475.37302835594,4.7066644824181,,,
1845,15648000.0,294466.76742848754,4.706610584915553,,,
1846,15841000.0,298547.6843294368,4.706552148254534,,,
1847,16035000.0,302719.74764072604,4.706488790409915,,,
1848,16230000.0,306984.6038794402,4.706420097249342,,,
1849,16426000.0,311343.92236873077,4.706345619842674,,,
1850,16622000.0,315799.3954619757,4.706264871547307,,,
1851,16820000.0,320352.7387969872,4.706177324851014,,,
1852,17018000.0,325005.69158468384,4.706082407952374,,,
1853,17218000.0,329760.0169376122,4.705979501057339,,,
1854,17418000.0,334617.50224384305,4.705867932368746,,,
1855,17618000.0,339579.9595927091,4.705746973743817,,,
1856,17820000.0,344649.22625938035,4.705615835992663,,,
1857,18021000.0,349827.1652559462,4.705473663788803,,,
1858,18223000.0,355115.66595774324,4.705319530160382,,,
1859,18426000.0,360516.6448141867,4.705152430528484,,,
1860,18629000.0,366032.04615473375,4.704971276256309,,,
1861,18833000.0,371663.8431014894,4.704774887670322,,,
1862,19073000.0,377414.03860089235,4.704561986511601,,,
1863,19315000.0,383284.6665888995,4.704331187772542,,,
1864,19561000.0,389277.7933046474,4.704080990870876,,,
1865,19810000.0,395395.5187697646,4.703809770109546,,,
1866,20062000.0,401639.97845195,4.703515764367397,,,
1867,20317000.0,408013.34513302095,4.703197065961932,,,
1868,20575000.0,414517.8310042841,4.702851608621409,,,
1869,20837000.0,421155.6900135378,4.702477154499552,,,
1870,21102000.0,427929.22049097077,4.702071280161933,,,
1871,21376000.0,434840.76808347175,4.70163136146875,,,
1872,21669000.0,441892.7290298789,4.701154557274383,,,
1873,21966000.0,449087.55381287594,4.700637791859657,,,
1874,22266000.0,456427.7512259393,4.700077736008326,,,
1875,22571000.0,463915.89289871964,4.6994707866349765,,,
1876,22880000.0,471554.61832630204,4.698813044867352,,,
1877,23194000.0,479346.6404538544,4.698100292482161,,,
1878,23511000.0,487294.7518716589,4.697327966589914,,,
1879,23833000.0,495401.831680492,4.696491132461254,,,
1880,24159000.0,503670.8530934172,4.695584454384909,,,
1881,24474000.0,512104.89184476045,4.694602164445951,,,
1882,24797000.0,520707.135483865,4.693538029112704,,,
1883,25013000.0,529480.8936373487,4.6923853135217435,,,
1884,25292000.0,538429.6093304786,4.691136743353334,,,
1885,25574000.0,547556.8714660201,4.689784464194632,,,
1886,25859000.0,556866.4285658663,4.6883199982956665,,,
1887,26148000.0,566362.203889592,4.686734198633905,,,
1888,26440000.0,576048.312051914,4.685017200217783,,,
1889,26735000.0,585929.0772698522,4.683158368578627,,,
1890,27003000.0,596009.0533797245,4.68114624542475,,,
1891,27304000.0,606293.0457720502,4.678968491462008,,,
1892,27618000.0,616786.1354027559,4.676611826422857,,,
1893,27936000.0,627493.7050467606,4.674061966392056,,,
1894,28257000.0,638421.4679689172,4.671303558572927,,,
1895,28582000.0,649575.4991953843,4.668320113704825,,,
1896,28911000.0,660962.2695747508,4.665093936421845,,,
1897,29344000.0,672588.6828243075,4.661606053936236,,,
1898,29580000.0,684419.8538783462,4.65783614353941,,,
1899,29921000.0,696369.9811451909,4.653762459540437,,,
1900,30253000.0,708576.257652359,4.649361760408359,,,
1901,30594000.0,721047.499193446,4.644609237052301,,,
1902,30907000.0,733793.1792959692,4.639478443363656,,,
1903,31202000.0,746823.4872291104,4.633941230359098,,,
1904,31522000.0,760149.3901782918,4.627967685502638,,,
1905,31844000.0,773782.6996932557,4.621526079049786,,,
1906,32171000.0,787736.1424759002,4.61458281954681,,,
1907,32653000.0,802023.4355231347,4.607102420931444,,,
1908,32834000.0,816659.3655731836,4.599047484015535,,,
1909,33170000.0,831659.8727249915,4.590378695480347,,,
1910,33382000.0,847042.1379999504,4.581054847874983,,,
1911,33704000.0,862824.6744983374,4.571032884468249,,,
1912,33852000.0,879027.4216601914,4.56026797315224,,,
1913,34055000.0,895671.8419740153,4.54871361391589,,,
1914,34444000.0,912781.0192830145,4.536321784679361,,,
1915,34818000.0,930379.7576128348,4.523043130481345,,,
1916,34830000.0,948494.6791893294,4.508827201112851,,,
1917,34831000.0,967154.3200247592,4.493622742260126,,,
1918,34805000.0,986389.2211272172,4.477378045019265,,,
1919,34634000.0,1006232.0130326349,4.46004135823566,,,
1920,34968000.0,1026717.490970402,4.44156136746078,,,
1921,35274000.0,1047882.6775629681,4.421887743364782,,,
1922,35519000.0,1069766.869526158,4.4009717611567245,,,
1923,35745000.0,1092411.6643979899,4.378766990911482,,,
1924,36065000.0,1115860.9628889225,4.355230056661006,,,
1925,36198000.0,1140160.9420338296,4.3303214596701,,,
1926,36383000.0,1165359.9939631335,4.304006458496865,,,
1927,36562000.0,1191508.6248182408,4.276255995275805,,,
1928,36796000.0,1218659.3081554868,4.24704765422946,,,
1929,36923000.0,1246866.2871447674,4.216366634820978,,,
1930,37172000.0,1276185.3200201688,4.184206718352588,,,
1931,37395000.0,1306673.3636239213,4.150571203379615,,,
1932,37619000.0,1338388.1905471485,4.115473782266979,,,
1933,37782000.0,1371387.9363553247,4.078939328812478,,,
1934,37913000.0,1405730.5747323104,4.041004565358747,,,
1935,38107000.0,1441473.3201092964,4.00171857746954,,,
1936,38322000.0,1478671.9594803262,3.9611431452845958,,,
1937,38552000.0,1517380.1176303672,3.919352863267607,,,
1938,38749000.0,1557648.4628860324,3.8764350243229124,,,
1939,38973000.0,1599523.8636674294,3.8324892501763994,,,
1940,39339000.0,1643048.5094788321,3.787626857373956,,,
1941,39145000.0,1688259.0133754218,3.741969956997439,,,
1942,39371000.0,1735185.5162158646,3.695650295859071,,,
1943,39803000.0,1783850.8159442022,3.648807857026034,,,
1944,40000000.0,1834269.5475138233,3.60158924748306,,,
1945,40214000.0,1886447.4406390293,3.5541459099581054,,,
1946,40227000.0,1940380.683110496,3.50663220382101,,,
1947,40549000.0,1996055.4167539766,3.4592034059865413,,,
1948,40950000.0,2053447.3911116235,3.4120136864931667,,,
1949,41214000.0,2112521.796522895,3.365214114622236,,,
1950,41421000.0,2173233.2935169474,3.318950749983678,,,
1951,41228000.0,2235526.249432752,3.2733628690266134,,,
1952,41367000.0,2299335.186208459,3.2285813712173024,,,
1953,41515000.0,2364585.435658287,3.1847274010931916,,,
1954,41673000.0,2431193.990699086,3.1419112130895472,,,
1955,41838000.0,2499070.5333578316,3.1002312960410885,,,
1956,42059000.0,2568118.6134422016,3.0597737641874603,,,
1957,42296000.0,2638236.9459291957,3.0206120119171196,,,
1958,42494000.0,2709320.7907684483,2.9828066208443085,,,
1959,42763000.0,2781263.376176057,2.946405500491578,,,
1960,43146000.0,2853957.325729794,2.9114442380827072,,,
1961,43566000.0,2927296.050672121,2.8779466288471216,,,
1962,44006000.0,3001175.0716472473,2.845925355788612,,,
1963,44311000.0,3075493.238391801,2.8153827869708783,,,
1964,44648000.0,3150153.821343134,2.7863118588373554,,,
1965,44979000.0,3225065.4553265534,2.7586970156806494,,,
1966,45265000.0,3300142.922043267,2.7325151778505474,,,
1967,45562000.0,3375307.7646097094,2.707736714379223,,,
1968,45791000.0,3450488.733556928,2.6843263991625994,,,
1969,46014000.0,3525622.0692114364,2.662244333450292,,,
1970,46167000.0,3600651.6300419876,2.641446820980547,,,
1971,46411850.0,3675528.880248897,2.62188718550741,,,
1972,46571950.0,3750212.752559756,2.603516523600015,,,
1973,46686100.0,3824669.4038820094,2.5862843883792728,,,
1974,46682850.0,3898871.8822453637,2.5701394022578175,,,
1975,46674200.0,3972799.7234437396,2.5550297987534947,,,
1976,46659950.0,4046438.4951006565,2.540903895063858,,,
1977,46639900.0,4119779.304687627,2.527710498343159,,,
1978,46638100.0,4192818.2864493276,2.5153992495480737,,,
1979,46698050.0,4265556.080395276,2.5039209093537127,,,
1980,46787100.0,4337997.314592877,2.49322759102946,,,
1981,46820902.5,4410150.100071056,2.4832729453467906,,,
1982,46777168.5,4482025.545771486,2.4740123026082093,,,
1983,46813846.5,4553637.299241465,2.465402776774288,,,
1984,46912222.0,4625001.117177722,2.457403336456738,,,
1985,47057179.5,4696134.46853421,2.449974847267475,,,
1986,47187821.5,4767056.171704665,2.4430800896902145,,,
1987,47300209.5,4837786.066284615,2.4366837562915173,,,
1988,47412171.0,4908344.719098701,2.430752431727833,,,
1989,47552825.5,4978753.163531777,2.4252545586459164,,,
1990,47699058.0,5049032.670710848,2.4201603922250023,,,
1991,47875017.5,5119204.55073112,2.4154419457768044,,,
1992,47997986.5,5189289.981878847,2.4110729295080913,,,
1993,48102159.5,5259309.865663207,2.4070286842630257,,,
1994,48228890.5,5329284.705410079,2.403286111799951,,,
1995,48383230.5,5399234.506168406,2.3998236029202036,,,
1996,48519064.5,5469178.6937344745,2.3966209645544176,,,
1997,48664888.5,5539136.050684912,2.393659346723614,,,
1998,48820791.5,5609124.667423346,2.3909211701268185,,,
1999,49032936.0,5679161.906376949,2.3883900549624033,,,
2000,49233155.5,5749264.377617388,2.386050751465044,,,
2001,49449873.0,5819447.924331257,2.3838890725323774,,,
2002,49679133.5,5889727.616702558,2.381891828723345,,,
2003,49925758.5,5960117.7529205335,2.3800467658321405,,,
2004,50194800.0,6030631.866154343,2.3783425051759695,,,
2005,50606017.0,6101282.736469815,2.3767684866800756,,,
2006,50965093.0,6172082.406782076,2.375314914798186,,,
2007,51381046.5,6243042.202048242,2.373972707269531,,,
2008,51815926.5,6314172.751007069,2.372733446683663,,,
2009,52196190.5,6385484.009863778,2.371589334800524,,,
2010,52642226.0,6456985.287402165,2.3705331495545936,,,
2011,53107084.5,6528685.271081347,2.3695582046577637,,,
2012,53500406.0,6600592.053738419,2.3686583117050923,,,
2013,53892343.0,6672713.1605807245,2.367827744680221,,,
2014,54343659.5,6745055.57619982,2.3670612067524184,,,
2015,54797338.0,6817625.771388643,2.366353799254529,,,
2016,55254017.0,6890429.729577604,2.365700992730158,,,
2017,55619548.0,6963472.972746377,2.3650985999388494,,,
2018,55924528.0,7036760.586693035,2.364542750709579,,,
2019,56230056.0,7110297.245568922,2.3640298685352943,,,
2020,56325961.0,7184087.235612164,2.3635566488043427,,,
2021,56554891.0,7258134.478027846,2.3631200385682214,,,
2022,57106398.0,7332442.550980532,2.362717217749027,,,
2023,57364306.15048608,7407014.710679462,2.3623455816942025,,,
2024,57867501.81847279,7481853.911544279,2.362002724990506,,,
2025,58370697.48645951,7556962.825452856,2.3616864264535575,,,
2026,58873893.15444624,7632343.8600756405,2.36139463521374,,,
2027,59209356.93310404,7707999.176312403,2.3611254578236016,,,
2028,59544820.711761855,7783930.704846834,2.36087714631622,,,
2029,59880284.49041968,7860140.161842587,2.3606480871481588,,,
2030,60131882.32441303,7936629.063805406,2.3604367909647035,,,
2031,60467346.10307084,8013398.741638421,2.3602418831289596,,,
2032,60718943.93706421,8090450.353919645,2.36006209496012,,,
2033,60970541.77105757,8167784.899431397,2.3598962556297782,,,
2034,61222139.60505093,8245403.228972679,2.3597432846685407,,,
2035,61557603.383708745,8323306.05648634,2.3596021850384035,,,
2036,61809201.217702106,8401493.969529059,2.359472036729391,,,
2037,62060799.05169546,8479967.43911821,2.3593519908418124,,,
2038,62312396.88568881,8558726.828984179,2.3592412641181877,,,
2039,62563994.71968217,8637772.404256117,2.359139133891418,,,
2040,62815592.55367554,8717104.33961381,2.3590449334181476,,,
2041,62983324.443004444,8796722.726929149,2.3589580475684926,,,
2042,63234922.276997805,8876627.582427207,2.358877908845376,,,
2043,63486520.110991165,8956818.853391457,2.358803993708656,,,
2044,63738117.944984525,9037296.424438847,2.3587358191810415,,,
2045,63989715.77897788,9118060.123387638,2.3586729397144772,,,
2046,64241313.61297124,9199109.726741808,2.3586149442972495,,,
2047,64492911.4469646,9280444.964813745,2.358561453783519,,,
2048,64744509.28095796,9362065.526505044,2.3585121184283624,,,
2049,64996107.11495132,9443971.063766452,2.3584666156126475,,,
2050,65247704.94894468,9526161.195755608,2.358424647743249,,,
