,Population,Stock,Stock per capita,Stock change,Inflow,Outflow
1933,37782000.0,9076701.10674495,0.24023876731631333,129058.57287666574,,
1934,37913000.0,9198774.622820873,0.24262850797406887,122073.51607592218,,
1935,38107000.0,9336910.400612934,0.24501824863182442,138135.77779206075,,
1936,38322000.0,9481168.965555284,0.24740798928957997,144258.5649423506,,
1937,38552000.0,9630202.084929679,0.2497977299473355,149033.11937439442,,
1938,38749000.0,9772012.298476674,0.25218747060509106,141810.21354699507,,
1939,38973000.0,9921637.65454692,0.2545772112628466,149625.35607024655,,
1940,39339000.0,10108822.921604568,0.25696695192060215,187185.26705764793,,
1941,39145000.0,10152517.730979811,0.2593566925783577,43694.80937524326,,
1942,39371000.0,10305218.822939014,0.26174643323611324,152701.09195920266,,
1943,39803000.0,10513412.129497658,0.2641361738938688,208193.3065586444,,
1944,40000000.0,10661036.582064973,0.26652591455162433,147624.45256731473,,
1945,40214000.0,10814174.158590002,0.2689156552093799,153137.5765250288,,
1946,40227000.0,10913802.159547256,0.2713053958671354,99628.00095725432,,
1947,40549000.0,11098064.090947803,0.27369513652489097,184261.9314005468,,
1948,40950000.0,11305675.720629375,0.2760848771826465,207611.62968157232,,
1949,41214000.0,11477052.89967433,0.27847461784040206,171377.17904495448,,
1950,41421000.0,11633682.593352186,0.2808643584981576,156629.69367785566,,
1951,41228000.0,11678000.0,0.28325409915591343,44317.40664781444,,
1952,41367000.0,11858638.062601265,0.28666903721810294,180638.06260126457,,
1953,41515000.0,12042836.23376134,0.29008397528029245,184198.1711600758,,
1954,41673000.0,12230980.215721251,0.29349891334248196,188143.98195991106,,
1955,41838000.0,12422281.715068646,0.29691385140467147,191301.49934739433,,
1956,42059000.0,12631528.556186706,0.300328789466861,209246.84111806005,,
1957,42296000.0,12847144.699568719,0.3037437275290505,215616.14338201284,,
1958,42494000.0,13052400.335634153,0.30715866559124,205255.63606543466,,
1959,42763000.0,13281059.013031606,0.3105736036534295,228658.6773974523,,
1960,43146000.0,13547349.620862098,0.313988541715619,266290.6078304928,,
1961,43566000.0,13828000.0,0.31740347977780836,280650.3791379016,,
1962,44006000.0,14107285.808267504,0.32057641704011963,279285.808267504,,
1963,44311000.0,14345657.638495015,0.3237493543024309,238371.830227511,,
1964,44648000.0,14596426.473782608,0.3269222915647422,250768.8352875933,,
1965,44979000.0,14847353.297412036,0.33009522882705344,250926.8236294277,,
1966,45265000.0,15085383.538035095,0.3332681660893647,238030.24062305875,,
1967,45562000.0,15328929.550909061,0.336441103351676,243546.01287396625,,
1968,45791000.0,15551266.53375509,0.33961404061398726,222336.9828460291,,
1969,46014000.0,15773000.0,0.3427869778762985,221733.4662449099,,
1970,46167000.0,15980000.0,0.3461346849481231,207000.0,,
1971,46412000.0,16202735.218737803,0.3491065935261959,222735.2187378034,,
1972,46572000.0,16397000.0,0.35207850210426866,194264.7812621966,,
1973,46686000.0,16573000.0,0.35498864756029647,176000.0,,
1974,46683000.0,16757000.0,0.3589529379003063,184000.0,,
1975,46674000.0,16961000.0,0.3633928954021511,204000.0,,
1976,46660000.0,17174000.0,0.3680668666952422,213000.0,,
1977,46640000.0,17394000.0,0.37294168096054886,220000.0,,
1978,46638000.0,17603000.0,0.37743899824177707,209000.0,,
1979,46698000.0,17782000.0,0.38078718574671294,179000.0,,
1980,46787000.0,17864000.0,0.381815461559835,82000.0,,
1981,46821000.0,18024028.99055885,0.38495608787849156,160028.9905588515,,
1982,46777000.0,18154000.0,0.3880967141971482,129971.00944114849,,
1983,46814000.0,18318000.0,0.39129320288802494,164000.0,,
1984,46912000.0,18488000.0,0.39409959072305595,170000.0,,
1985,47057000.0,18651000.0,0.39634910852795546,163000.0,,
1986,47188000.0,18824000.0,0.398914978384335,173000.0,,
1987,47300000.0,19078000.0,0.40334038054968285,254000.0,,
1988,47412000.0,19284000.0,0.40673247279169833,206000.0,,
1989,47553000.0,19469000.0,0.40941686118646564,185000.0,,
1990,47699000.0,19635000.0,0.4116438499758905,166000.0,,
1991,47875000.0,19671000.0,0.41088250652741515,36000.0,,
1992,47998000.0,19836000.0,0.4132672194674778,165000.0,,
1993,48102000.0,19987000.0,0.4155128684877968,151000.0,,
1994,48229000.0,20139000.0,0.41757034149578054,152000.0,,
1995,48383000.0,20305000.0,0.4196721989128413,166000.0,,
1996,48519000.0,20468000.0,0.4218553556338754,163000.0,,
1997,48665000.0,20622000.0,0.42375423815884106,154000.0,,
1998,48821000.0,20778000.0,0.4255955429016202,156000.0,,
1999,49033000.0,20927000.0,0.4267941998246079,149000.0,,
2000,49233000.0,21075000.0,0.42806654073487294,148000.0,,
2001,49450000.0,21207000.0,0.4288574317492417,132000.0,,
2002,49679000.0,21353516.41843577,0.4298298359152916,146516.41843577102,,
2003,49926000.0,21513391.33687154,0.4309055669765561,159874.9184357673,,
2004,50195000.0,21684360.25530731,0.43200239576267174,170968.91843577102,,
2005,50606000.0,21869912.98942916,0.4321604748336,185552.73412185162,,
2006,50965000.0,22072565.907864936,0.4330926303907571,202652.91843577474,,
2007,51381000.0,22287501.826300707,0.43376932769507615,214935.91843577102,,
2008,51816000.0,22511035.74473648,0.4344417891141053,223533.91843577474,,
2009,52196000.0,22693802.482106067,0.4347804904993882,182766.73736958578,,
2010,52642000.0,22838672.40054184,0.43384887353333534,144869.91843577102,,
2011,53107000.0,22976066.0,0.43263724179486696,137393.59945816174,,
2012,53494000.0,23116851.01330854,0.43213913734827347,140785.01330854,,
2013,53866000.0,23247462.122940928,0.43157951440502224,130611.10963238776,,
2014,54317000.0,23389956.232573308,0.43061944202686653,142494.1096323803,,
2015,54786000.0,23566538.342205696,0.43015621403653664,176582.10963238776,,
2016,55219000.0,23762072.45183808,0.4303242081862779,195534.10963238403,,
2017,55619548.0,23985306.56147046,0.4312387896692447,223234.1096323803,,
2018,55924528.0,24213476.671102848,0.43296702783263274,228170.10963238776,,
2019,56230056.0,24461242.78073523,0.4350207792916875,247766.1096323803,,
2020,56325961.0,24709833.89036762,0.4386935163053431,248591.10963239148,,
2021,56554891.0,24927588.0,0.4407680318931213,217754.1096323803,,
2022,57106398.0,25160404.0,0.44058818067986005,232816.0,,
