,Population,Stock,Stock per capita,Stock change,Inflow,Outflow,Stock AB,Stock MFH,Stock SFH,Stock TH
1600,293774.7335431269,1014098.8909054522,3.4519608908319537,,,,125.518160592113,408374.12944750325,202282.6468812165,403316.5964161403
1601,298940.46015016065,1014383.8276693966,3.3932637527883043,284.93676394445356,,,0.0,405703.4453067895,200122.4053820294,408557.97698057775
1602,304196.8666150146,1014674.5207622831,3.335585050737668,290.6930928864749,,,0.0,402996.7641354566,197951.13129684635,413726.6253299802
1603,309545.5282159475,1014971.0863841294,3.278907281374317,296.5656218462391,,,0.0,400304.6246554148,195793.8411651311,418872.62056358345
1604,314988.04700857133,1015273.6430769452,3.2232132384671663,302.5566928158514,,,0.0,397627.01383402274,193650.51132556313,423996.11791735934
1605,320526.05226004403,1015582.3117717846,3.1684860079574397,308.66869483934715,,,0.0,394963.918872278,191521.11816340405,429097.2747361025
1606,326161.2008895436,1015897.2158367368,3.1147089631325477,314.90406495227944,,,0.0,392315.32720523624,189405.63810890348,434176.2505225971
1607,331895.17791509227,1016218.4811258762,3.061865759875102,321.2652891393518,,,0.0,389681.2265024713,187304.04763567136,439233.20698773355
1608,337729.69690679054,1016546.2360291872,3.009940331986092,327.7549033110263,,,0.0,387061.604668572,185216.32325916496,444268.3081014502
1609,343666.5004465194,1016880.6115234862,2.958916886581242,334.3754942989908,,,0.0,384456.4498436838,183142.44153513896,449281.7201446635
1610,349707.3605941783,1017221.7412243579,2.908779899559517,341.12970087165013,,,0.0,381865.7504040524,181082.379058182,454273.6117621235
1611,355854.0793605159,1017569.7614391274,2.8595141111428064,348.0202147695236,,,0.0,379289.49496268644,179036.1124602639,459244.154016177
1612,362108.4891866111,1017924.8112208878,2.811104521485837,355.0497817604337,,,0.0,376727.67236996914,177003.61840933544,464193.52044158324
1613,368472.4534300679,1018287.0324236043,2.7635363863553075,362.2212027164642,,,0.0,374180.27171440044,174984.8736079775,469121.88710122637
1614,374947.8668579805,1018656.5697583146,2.7167952128772948,369.5373347103596,,,0.0,371647.2823233172,172979.85479207736,474029.4326429201
1615,381536.65614672104,1019033.5708504502,2.670866755352015,377.001092135557,,,0.0,369128.69376371,170988.53872958376,478916.33835715643
1616,388240.7803886133,1019418.1862982962,2.6257370111349454,384.61544784600846,,,0.0,366624.4958430625,169010.90221930275,483782.78823593096
