cohort,TOT,AB,MFH,SFH,TH
1662,10.476802743704832,4.434742262553225,6.506771052291077,20.863647197945838,12.93647809622401
1663,10.477270831399844,4.434984250488733,6.507560309285274,20.863763386208113,12.937161228574485
1664,10.477776366110458,4.43524559745908,6.508412706839006,20.863888869531362,12.937899011512995
1665,10.478319347836674,4.435526303464267,6.509328244952275,20.8640236479156,12.938691445039545
1666,10.47889977657849,4.435826368504297,6.5103069236250795,20.86416772136082,12.939538529154133
1667,10.47951765233591,4.436145792579166,6.511348742857423,20.86432108986702,12.94044026385676
1668,10.480172975108928,4.436484575688874,6.512453702649299,20.864483753434204,12.941396649147423
1669,10.480865744897548,4.436842717833426,6.513621803000711,20.864655712062365,12.942407685026126
1670,10.48159596170177,4.437220219012816,6.5148530439116605,20.86483696575151,12.943473371492864
1671,10.482363625521591,4.4376170792270475,6.516147425382145,20.865027514501634,12.944593708547643
1672,10.483168736357014,4.43803329847612,6.5175049474121645,20.865227358312747,12.945768696190456
1673,10.484011294208038,4.438468876760031,6.518925610001719,20.865436497184835,12.946998334421309
1674,10.484891299074663,4.438923814078785,6.520409413150811,20.86565493111791,12.948282623240202
1675,10.485808750956888,4.439398110432378,6.521956356859437,20.865882660111957,12.949621562647128
1676,10.486763649854717,4.439891765820812,6.523566441127602,20.866119684167,12.951015152642096
1677,10.487755995768147,4.440404780244086,6.525239665955301,20.86636600328302,12.952463393225102
1678,10.488785788697179,4.440937153702202,6.526976031342536,20.86662161746002,12.953966284396143
1679,10.489853028641807,4.441488886195158,6.528775537289307,20.866886526698,12.955523826155225
1680,10.49095771560204,4.442059977722955,6.530638183795614,20.867160730996964,12.957136018502343
1681,10.492099849577873,4.4426504282855905,6.532563970861455,20.86744423035691,12.9588028614375
1682,10.493279430569308,4.443260237883068,6.534552898486834,20.867737024777835,12.960524354960693
1683,10.49449645857634,4.443889406515385,6.536604966671748,20.868039114259737,12.962300499071926
1684,10.495750933598977,4.444537934182545,6.538720175416197,20.868350498802638,12.964131293771196
1685,10.497042855637211,4.445205820884543,6.540898524720181,20.868671178406505,12.966016739058503
1686,10.498372224691055,4.445893066621383,6.543140014583705,20.869001153071363,12.967956834933851
1687,10.49973904076049,4.446599671393063,6.545444645006761,20.869340422797194,12.969951581397233
1688,10.501143303845534,4.447325635199583,6.547812415989355,20.86968898758402,12.972000978448657
1689,10.502585013946174,4.4480709580409465,6.550243327531484,20.87004684743182,12.974105026088116
1690,10.504064171062419,4.448835639917148,6.552737379633149,20.8704140023406,12.976263724315615
1691,10.50558077519426,4.449619680828189,6.55529457229435,20.87079045231036,12.978477073131147
1692,10.507134826341705,4.450423080774072,6.557914905515084,20.871176197341104,12.98074507253472
1693,10.508726324504753,4.451245839754796,6.5605983792953575,20.871571237432832,12.983067722526332
1694,10.5103552696834,4.452087957770359,6.563344993635166,20.871975572585544,12.985445023105983
1695,10.512021661877649,4.4529494348207646,6.56615474853451,20.872389202799237,12.987876974273673
1696,10.513725501087496,4.453830270906009,6.569027643993388,20.872812128073907,12.990363576029397
1697,10.515466787312947,4.454730466026095,6.571963680011804,20.87324434840956,12.99290482837316
1698,10.517245520553999,4.455650020181022,6.574962856589756,20.873685863806198,12.99550073130496
1699,10.519061700810651,4.456588933370789,6.578025173727242,20.874136674263816,12.9981512848248
