,Gas,Oil,Coal,Wood,LPG,Renewables
1689,0.0,0.0,0.0,287.7548202880771,0.0,0.0
1690,0.0,0.0,0.0,296.59955687677814,0.0,0.0
1691,0.0,0.0,0.0,305.65463256436925,0.0,0.0
1692,0.0,0.0,0.0,314.92081527266646,0.0,0.0
1693,0.0,0.0,0.0,324.3986197405599,0.0,0.0
1694,0.0,0.0,0.0,334.0883081816719,0.0,0.0
1695,0.0,0.0,0.0,343.9898909299063,0.0,0.0
1696,0.0,0.0,0.0,354.10312707283464,0.0,0.0
1697,0.0,0.0,0.0,364.42752507287156,0.0,0.0
1698,0.0,0.0,0.0,374.96234336238126,0.0,0.0
1699,0.0,0.0,0.0,385.70658674659546,0.0,0.0
1700,0.0,0.0,0.0,396.6589969366757,0.0,0.0
1701,0.0,0.0,0.0,407.818051701727,0.0,0.0
1702,0.0,0.0,0.0,419.18196546588484,0.0,0.0
1703,0.0,0.0,0.0,430.748689887665,0.0,0.0
1704,0.0,0.0,0.0,442.5159144260846,0.0,0.0
1705,0.0,0.0,0.0,454.48106689351994,0.0,0.0
1706,0.0,0.0,0.0,466.64131399527497,0.0,0.0
1707,0.0,0.0,0.0,478.9935618558303,0.0,0.0
1708,0.0,0.0,0.0,491.53445737571514,0.0,0.0
1709,0.0,0.0,0.0,504.2604232961343,0.0,0.0
1710,0.0,0.0,0.0,517.167704470072,0.0,0.0
1711,0.0,0.0,0.0,530.2523712177081,0.0,0.0
1712,0.0,0.0,0.0,543.5103196178586,0.0,0.0
1713,0.0,0.0,0.0,556.9372717996636,0.0,0.0
1714,0.0,0.0,0.0,570.5287762247715,0.0,0.0
1715,0.0,0.0,0.0,584.2802079600176,0.0,0.0
1716,0.0,0.0,0.0,598.1867689405929,0.0,0.0
1717,0.0,0.0,0.0,612.243488223701,0.0,0.0
1718,0.0,0.0,0.0,626.4452283584521,0.0,0.0
1719,0.0,0.0,0.0,640.7867741960515,0.0,0.0
1720,0.0,0.0,0.0,655.2628993668038,0.0,0.0
1721,0.0,0.0,0.0,669.8683676477986,0.0,0.0
1722,0.0,0.0,0.0,684.597932896062,0.0,0.0
1723,0.0,0.0,0.0,699.4463389846934,0.0,0.0
1724,0.0,0.0,0.0,714.4083197369957,0.0,0.0
1725,0.0,0.0,0.0,729.47859885862,0.0,0.0
1726,0.0,0.0,0.0,744.6518898677283,0.0,0.0
1727,0.0,0.0,0.0,759.9228960231917,0.0,0.0
1728,0.0,0.0,0.0,775.2863278904082,0.0,0.0
1729,0.0,0.0,0.0,790.7370232080972,0.0,0.0
1730,0.0,0.0,0.0,806.2699962363577,0.0,0.0
1731,0.0,0.0,0.0,821.8804374138535,0.0,0.0
1732,0.0,0.0,0.0,837.563713009188,0.0,0.0
1733,0.0,0.0,0.0,853.3153647792974,0.0,0.0
1734,0.0,0.0,0.0,869.1311096343732,0.0,0.0
1735,0.0,0.0,0.0,885.0068393093085,0.0,0.0
1736,0.0,0.0,0.0,900.9386200416715,0.0,0.0
1737,0.0,0.0,0.0,916.9226922581391,0.0,0.0
1738,0.0,0.0,0.0,932.9554969919631,0.0,0.0
1739,0.0,0.0,0.0,949.0337693629856,0.0,0.0
1740,0.0,0.0,0.0,965.1545584497354,0.0,0.0
1741,0.0,0.0,0.0,981.3152267612393,0.0,0.0
1742,0.0,0.0,0.0,997.5134497846373,0.0,0.0
1743,0.0,0.0,0.0,1013.7472155454407,0.0,0.0
1744,0.0,0.0,0.0,1030.0148241803997,0.0,0.0
1745,0.0,0.0,0.0,1046.3148875229735,0.0,0.0
1746,0.0,0.0,0.0,1062.6463287013523,0.0,0.0
1747,0.0,0.0,0.0,1079.00838188836,0.0,0.0
1748,0.0,0.0,0.0,1095.4006071067238,0.0,0.0
1749,0.0,0.0,0.0,1111.8229184372578,0.0,0.0
1750,0.0,0.0,0.0,1128.2755867061253,0.0,0.0
1751,0.0,0.0,0.0,1144.7592390870186,0.0,0.0
1752,0.0,0.0,0.0,1161.2748587273923,0.0,0.0
1753,0.0,0.0,0.0,1177.8237843889656,0.0,0.0
1754,0.0,0.0,0.0,1194.4077101024573,0.0,0.0
1755,0.0,0.0,0.0,1211.028684836482,0.0,0.0
1756,0.0,0.0,0.0,1227.6891121805554,0.0,0.0
1757,0.0,0.0,0.0,1244.3917490763913,0.0,0.0
1758,0.0,0.0,0.0,1261.1396808638312,0.0,0.0
1759,0.0,0.0,0.0,1277.9362949812426,0.0,0.0
1760,0.0,0.0,0.0,1294.7852795728656,0.0,0.0
1761,0.0,0.0,0.0,1311.6906232886556,0.0,0.0
1762,0.0,0.0,0.0,1328.656615091845,0.0,0.0
1763,0.0,0.0,0.0,1345.68784407801,0.0,0.0
1764,0.0,0.0,0.0,1362.7891993055816,0.0,0.0
1765,0.0,0.0,0.0,1379.9658696377169,0.0,0.0
1766,0.0,0.0,0.0,1397.2233435954684,0.0,0.0
1767,0.0,0.0,0.0,1414.567402544616,0.0,0.0
1768,0.0,0.0,0.0,1432.0040505595173,0.0,0.0
1769,0.0,0.0,0.0,1449.5394727467033,0.0,0.0
1770,0.0,0.0,0.0,1467.1800347881372,0.0,0.0
1771,0.0,0.0,0.0,1484.9322829250264,0.0,0.0
1772,0.0,0.0,0.0,1502.8029439461984,0.0,0.0
1773,0.0,0.0,0.0,1520.7989251826905,0.0,0.0
1774,0.0,0.0,0.0,1538.9273145084974,0.0,0.0
1775,0.0,0.0,0.0,1557.1953803474269,0.0,0.0
1776,0.0,0.0,0.0,1575.6105716859806,0.0,0.0
1777,0.0,0.0,0.0,1594.1805008359063,0.0,0.0
1778,0.0,0.0,0.0,1612.9128537624188,0.0,0.0
1779,0.0,0.0,0.0,1631.8153613501565,0.0,0.0
1780,0.0,0.0,0.0,1650.895799576675,0.0,0.0
1781,0.0,0.0,0.0,1670.1619896126842,0.0,0.0
1782,0.0,0.0,0.0,1689.6217979230003,0.0,0.0
1783,0.0,0.0,0.0,1709.2831363682528,0.0,0.0
1784,0.0,0.0,0.0,1729.153962307293,0.0,0.0
1785,0.0,0.0,0.0,1749.2422787002795,0.0,0.0
1786,0.0,0.0,0.0,1769.5561341712466,0.0,0.0
1787,0.0,0.0,0.0,1790.1035964603018,0.0,0.0
1788,0.0,0.0,0.0,1810.8926800840509,0.0,0.0
1789,0.0,0.0,0.0,1831.931334470874,0.0,0.0
1790,0.0,0.0,0.0,1853.2274441354955,0.0,0.0
1791,0.0,0.0,0.0,1874.788828812881,0.0,0.0
1792,0.0,0.0,0.0,1896.6232435889033,0.0,0.0
1793,0.0,0.0,0.0,1918.7383790277524,0.0,0.0
1794,0.0,0.0,0.0,1941.141861296111,0.0,0.0
1795,0.0,0.0,0.0,1963.8412522840904,0.0,0.0
1796,0.0,0.0,0.0,1986.8440492350987,0.0,0.0
1797,0.0,0.0,0.0,2010.1576584094937,0.0,0.0
1798,0.0,0.0,0.0,2033.7893558048788,0.0,0.0
1799,0.0,0.0,0.0,2057.7462841714037,0.0,0.0
1800,0.0,0.0,100.84093961446126,2076.62221251048,0.0,0.0
1801,0.0,0.0,204.14338737028422,2095.705121878991,0.0,0.0
1802,0.0,0.0,309.9603795599967,2114.9989089267665,0.0,0.0
1803,0.0,0.0,418.3463135476152,2134.5072644198362,0.0,0.0
1804,0.0,0.0,529.3569181093991,2154.23367492373,0.0,0.0
1805,0.0,0.0,643.0492237334104,2174.1814244837865,0.0,0.0
1806,0.0,0.0,759.4815326116512,2194.353595538776,0.0,0.0
1807,0.0,0.0,878.7133834497419,2214.7530574679076,0.0,0.0
1808,0.0,0.0,1000.8055132389453,2235.382457427592,0.0,0.0
1809,0.0,0.0,1125.819820998704,2256.2442220423927,0.0,0.0
1810,0.0,0.0,1253.8192243840194,2277.340364794919,0.0,0.0
1811,0.0,0.0,1384.8669768615862,2298.6714987443506,0.0,0.0
1812,0.0,0.0,1519.0269466038196,2320.2377932237046,0.0,0.0
1813,0.0,0.0,1656.3636500575847,2342.0391663098767,0.0,0.0
1814,0.0,0.0,1796.9421992144344,2364.075285946734,0.0,0.0
1815,0.0,0.0,1940.8282487916792,2386.3455717505053,0.0,0.0
1816,0.0,0.0,2088.087943100975,2408.849196961187,0.0,0.0
1817,0.0,0.0,2238.7878629477846,2431.585090863533,0.0,0.0
1818,0.0,0.0,2392.994972123826,2454.5519410547904,0.0,0.0
1819,0.0,0.0,2550.776563461034,2477.7481955909843,0.0,0.0
1820,0.0,0.0,2712.2002046157195,2501.1720652167555,0.0,0.0
1821,0.0,0.0,2877.3336836062513,2524.821525677915,0.0,0.0
1822,0.0,0.0,3046.2449541273218,2548.6943201154168,0.0,0.0
1823,0.0,0.0,3219.0020806636803,2572.7879615393076,0.0,0.0
1824,0.0,0.0,3395.673183426398,2597.0997353813345,0.0,0.0
1825,0.0,0.0,3576.326383134594,2621.626702124777,0.0,0.0
1826,0.0,0.0,3761.029751602712,2646.365704187623,0.0,0.0
1827,0.0,0.0,3949.8512819974057,2671.313385283083,0.0,0.0
1828,0.0,0.0,4142.858845061393,2696.4661970183097,0.0,0.0
1829,0.0,0.0,4340.12014000972,2721.8204013694226,0.0,0.0
1830,0.0,0.0,4541.702645376066,2747.372073230327,0.0,0.0
1831,0.0,0.0,4747.673569811513,2773.1171030212954,0.0,0.0
1832,0.0,0.0,4958.099802854935,2799.0511993560426,0.0,0.0
1833,0.0,0.0,5173.047865694394,2825.1698917662156,0.0,0.0
1834,0.0,0.0,5392.583861938599,2851.4685334819937,0.0,0.0
1835,0.0,0.0,5616.773428499469,2877.9423043095444,0.0,0.0
1836,0.0,0.0,5845.681700861019,2904.5862206787465,0.0,0.0
1837,0.0,0.0,6079.373297327829,2931.3951535925817,0.0,0.0
1838,0.0,0.0,6317.91228002203,2958.3638330762274,0.0,0.0
1839,0.0,0.0,6561.36211240939,2985.486850738424,0.0,0.0
1840,0.0,0.0,6809.785616916372,3012.7586623795814,0.0,0.0
1841,0.0,0.0,7063.244932641991,3040.1735906395556,0.0,0.0
1842,0.0,0.0,7321.801473179852,3067.725827684144,0.0,0.0
1843,0.0,0.0,7585.515884565694,3095.4094379292987,0.0,0.0
1844,0.0,0.0,7854.448003365697,3123.2183608020837,0.0,0.0
1845,0.0,0.0,8128.65681709357,3151.1464143796534,0.0,0.0
1846,0.0,0.0,8408.200493727722,3179.187325000822,0.0,0.0
1847,0.0,0.0,8693.136433375166,3207.334761120864,0.0,0.0
1848,0.0,0.0,8983.521247851897,3235.5823366705004,0.0,0.0
1849,0.0,0.0,9279.41073596925,3263.923612651761,0.0,0.0
1850,0.0,0.0,9580.85985889973,3292.3520987517823,0.0,0.0
1851,0.0,0.0,9887.92271561322,3320.861254968417,0.0,0.0
1852,0.0,0.0,10200.65251838899,3349.444493247301,0.0,0.0
1853,0.0,0.0,10519.101568408752,3378.0951791299785,0.0,0.0
1854,0.0,0.0,10843.32123143593,3406.8066334126634,0.0,0.0
1855,0.0,0.0,11173.361921564201,3435.5721362682793,0.0,0.0
1856,0.0,0.0,11509.273177201052,3464.384958803029,0.0,0.0
1857,0.0,0.0,11851.103713370514,3493.238383886097,0.0,0.0
1858,0.0,0.0,12198.901412984816,3522.125706913574,0.0,0.0
1859,0.0,0.0,12552.713317063532,3551.040236251783,0.0,0.0
1860,0.0,0.0,12912.585614880685,3579.975293676062,0.0,0.0
1861,0.0,0.0,13278.563634032489,3608.9242148040007,0.0,0.0
1862,0.0,0.0,13650.691830422027,3637.880349523317,0.0,0.0
1863,0.0,0.0,14029.01377815684,3666.83706241446,0.0,0.0
1864,0.0,0.0,14413.572159355617,3695.7877331681066,0.0,0.0
1865,0.0,0.0,14804.40884080693,3724.7257788731563,0.0,0.0
1866,0.0,0.0,15201.565392844466,3753.6447830818825,0.0,0.0
1867,0.0,0.0,15605.083313458996,3782.538539230106,0.0,0.0
1868,0.0,0.0,16015.004070578096,3811.4010458119824,0.0,0.0
1869,0.0,0.0,16431.369143622418,3840.2265015769594,0.0,0.0
1870,0.0,0.0,16854.22006402166,3869.009300678379,0.0,0.0
1871,0.0,0.0,17283.59845465131,3897.7440277758296,0.0,0.0
1872,0.0,0.0,17719.546068151798,3926.4254530935573,0.0,0.0
1873,0.0,0.0,18162.104824091824,3955.0485274372295,0.0,0.0
1874,0.0,0.0,18611.316845061843,3983.608377197968,0.0,0.0
1875,0.0,0.0,19067.224736601966,4012.1003508833105,0.0,0.0
1876,0.0,0.0,19529.872399593176,4040.5201708451077,0.0,0.0
1877,0.0,0.0,19999.30526539432,4068.8639520596694,0.0,0.0
1878,0.0,0.0,20475.570389443063,4097.128190064841,0.0,0.0
1879,0.0,0.0,20958.716542557286,4125.309748918484,0.0,0.0
1880,0.0,0.0,21448.794299418536,4153.405849088343,0.0,0.0
1881,0.0,0.0,21945.85612415562,4181.414055278292,0.0,0.0
1882,0.0,0.0,22449.95645294584,4209.332264195871,0.0,0.0
1883,0.0,0.0,22961.151773551024,4237.158692265964,0.0,0.0
1884,0.0,0.0,23479.500723215853,4264.891867202687,0.0,0.0
1885,0.0,0.0,24005.06578574154,4292.530905711142,0.0,0.0
1886,0.0,0.0,24537.916179281357,4320.075974492099,0.0,0.0
1887,0.0,0.0,25078.128382026178,4347.528298241199,0.0,0.0
1888,0.0,0.0,25625.786404210245,4374.89012162593,0.0,0.0
1889,0.0,0.0,26180.982051677176,4402.164671265873,0.0,0.0
1890,0.0,0.0,26743.815179986344,4429.356117586897,0.0,0.0
1891,0.0,0.0,27314.393938818335,4456.4695365636735,0.0,0.0
1892,0.0,0.0,27892.83500643783,4483.510871364877,0.0,0.0
1893,0.0,0.0,28479.263813970145,4510.486893915125,0.0,0.0
1894,0.0,0.0,29073.81492716375,4537.405192593631,0.0,0.0
1895,0.0,0.0,29676.635778679658,4564.274674549827,0.0,0.0
1896,0.0,0.0,30287.890349603564,4591.106015087589,0.0,0.0
1897,0.0,0.0,30907.759742346236,4617.911601252014,0.0,0.0
1898,0.0,0.0,31536.43640174521,4644.704541208472,0.0,0.0
1899,0.0,0.0,32174.116723233907,4671.497520142346,0.0,0.0
1900,0.0,0.0,32821.03412092311,4698.30754287243,0.0,0.0
1901,0.0,0.0,34285.51772064211,4681.774634324768,0.0,0.0
1902,0.0,0.0,35778.04351432022,4664.315488830089,0.0,0.0
1903,0.0,0.0,37299.221640256415,4645.9339094574825,0.0,0.0
1904,0.0,0.0,38849.704672780346,4626.633901846811,0.0,0.0
1905,0.0,0.0,40430.203352312485,4606.421065557076,0.0,0.0
1906,0.0,0.0,42041.49777245849,4585.303097200654,0.0,0.0
1907,0.0,0.0,43684.442034209984,4563.2894182643495,0.0,0.0
1908,0.0,0.0,45359.96874303739,4540.39080088524,0.0,0.0
1909,0.0,0.0,47069.09338555726,4516.618997198352,0.0,0.0
1910,0.0,0.0,48812.918580768004,4491.986372463312,0.0,0.0
1911,0.0,0.0,50592.63820091545,4466.505542202621,0.0,0.0
1912,0.0,0.0,52409.54135691407,4440.1890135860585,0.0,0.0
1913,0.0,0.0,54265.01624309595,4413.048831297573,0.0,0.0
1914,0.0,0.0,56160.55605494114,4385.096401389715,0.0,0.0
1915,0.0,0.0,58097.77306951585,4356.3429022813525,0.0,0.0
1916,0.0,0.0,60078.406227813146,4326.79906148561,0.0,0.0
1917,0.0,0.0,62104.32583626047,4296.474702156122,0.0,0.0
1918,0.0,0.0,64177.53807036788,4265.37829711034,0.0,0.0
1919,0.0,0.0,66300.18926418856,4233.5165299531955,0.0,0.0
1920,0.0,0.0,68474.56997718068,4200.893863630717,0.0,0.0
1921,0.0,0.0,70703.11882965788,4167.5121167487505,0.0,0.0
1922,0.0,0.0,72988.42609756778,4133.370047998175,0.0,0.0
1923,0.0,0.0,75333.23702724787,4098.462947425222,0.0,0.0
1924,0.0,0.0,77740.44579494985,4062.7817616083757,0.0,0.0
1925,0.0,0.0,80213.07540490181,4026.3116488796213,0.0,0.0
1926,0.0,0.0,82754.27461506211,3989.0316422685505,0.0,0.0
1927,0.0,0.0,85367.31766118766,3950.914497288848,0.0,0.0
1928,0.0,0.0,88055.60374665333,3911.9265468155695,0.0,0.0
1929,0.0,0.0,90822.65629687531,3872.027563868033,0.0,0.0
1930,0.0,0.0,93672.12196671104,3831.1706325853193,0.0,0.0
1931,0.0,0.0,96607.76938819254,3789.3020276973843,0.0,0.0
1932,0.0,0.0,99633.52583946337,3746.362538986353,0.0,0.0
1933,0.0,0.0,102753.68022738701,3702.2944477683504,0.0,0.0
1934,0.0,0.0,105972.57005641497,3657.028874646222,0.0,0.0
1935,0.0,0.0,109294.33600528775,3610.478301260096,0.0,0.0
1936,0.0,0.0,112722.88916772691,3562.537861779807,0.0,0.0
1937,0.0,0.0,116261.89107538502,3513.0870849626467,0.0,0.0
1938,0.0,0.0,119914.73368860166,3461.9915897106225,0.0,0.0
1939,0.0,0.0,123684.5193506879,3409.104738927114,0.0,0.0
1940,0.0,0.0,127574.0406609243,3354.2692548884565,0.0,0.0
1941,0.0,0.0,131585.760222816,3297.3187993274555,0.0,0.0
1942,0.0,0.0,135721.7902257545,3238.079521405186,0.0,0.0
1943,0.0,0.0,139983.86368152476,3176.3713920507344,0.0,0.0
1944,0.0,0.0,144373.194178048,3112.007170145289,0.0,0.0
1945,0.0,0.0,148890.3577047366,3044.7925910989084,0.0,0.0
1946,0.0,0.0,153535.25740297732,2974.5287194635584,0.0,0.0
1947,0.0,0.0,158307.08940140205,2901.01430661481,0.0,0.0
1948,0.0,0.0,163204.30656973083,2824.048092287304,0.0,0.0
1949,0.0,0.0,168224.57785251187,2743.431028114273,0.0,0.0
1950,0.0,0.0,173364.74047665074,2658.9684122185695,0.0,0.0
1951,2781.4282103773944,250.28530482267956,169307.72654976783,2589.3928891590917,27.876997093956454,7.733901848602665
1952,5600.996949828036,504.00266441117344,165181.75920045486,2518.6589919157964,56.136259462339176,15.5738553677844
1953,8458.518268408989,761.1351661920838,160980.21303450296,2446.6656007694014,84.77590336786764,23.519337953220674
1954,11353.360200398816,1021.625943073663,156697.3146275434,2373.325836567323,113.78959490391273,31.568592392252516
1955,14284.405311641707,1285.374443351121,152327.68672191259,2298.5601794384324,143.16613453327344,39.718511602679826
1956,17250.00830753553,1552.2326160844834,147866.4184289745,2222.297657558921,172.88903221221207,47.964520759627604
1957,20248.026634105652,1822.007664719577,143309.66047714517,2144.4848958438392,202.93681409117835,56.30066238337971
1958,23275.83015288907,2094.4629176772173,138654.60603955135,2065.085796321824,233.28311948179783,64.71962324088373
1959,26330.312238047452,2369.31882692089,133899.47939963208,1984.0813349646912,263.89681207821707,73.21276520183511
1960,29407.90292297032,2646.254150946688,129043.52784115926,1901.4694025544516,294.7421117195626,81.7701617934724
1961,32504.5845813588,2924.9073658371053,124087.01410012417,1817.264647469211,325.7787515543513,90.38064180262391
1962,35615.9104014881,3204.878327657499,119031.20712430796,1731.4982851308598,356.9621631996685,99.03184064432917
1963,38737.05189956377,3485.73254791961,113878.44636973154,1644.2189585679782,388.24395294605085,107.7103324751295
1964,41862.928254268714,3767.012831680442,108632.35242258912,1555.4956269792017,419.57319801916157,116.40198981431924
1965,44988.288738094074,4048.2466950807307,103297.74801453165,1465.416136443158,450.89727275174084,125.09221274843082
1966,48107.776388538805,4328.952094763222,97880.51213239643,1374.084814053088,482.16248673124585,133.76610597222688
1967,51215.988695391534,4608.642888784718,92387.43781293025,1281.6201264563408,513.3146930410311,142.40864753275713
1968,54307.53493283556,4886.833995614364,86826.09378652002,1188.1524062955402,544.2998628741095,151.00484824417683
1969,57377.089839921995,5163.046224541831,81204.69046585503,1093.8216549411607,575.064623548259,159.53990094901803
1970,60419.443379557415,5436.810753212766,75531.95083419011,998.7754307359379,605.556757217852,167.9993188755719
1971,63429.54633369602,5707.6732304873485,69816.98680096264,903.1668320994144,635.7256578538481,176.3690624176273
1972,66402.55089107258,5975.1974287053745,64069.18097217737,807.1525769159072,665.5227380362844,184.6356519907154
1973,69334.78568079698,6239.0529815539785,58298.86498646809,710.900829424096,694.9112012750512,192.78887916234513
1974,72223.72382406173,6499.012509217927,52516.635884212265,614.5807995208667,723.8657218066038,200.82171781816024
1975,75066.99744292891,6754.862939488747,46732.25740372793,518.3484961534677,752.3625674612067,208.72758395376556
1976,77862.37122786425,7006.40312925368,40954.748604962,422.34815644019193,780.3793347422832,216.5002621779191
1977,80607.71487661802,7253.441384423357,35192.46339499819,326.71353823146774,807.894672593781,224.13382907744574
1978,83300.97746563534,7495.79315375709,29453.164844957122,231.5691276766104,834.8880255364083,231.6225819556469
1979,85940.16384535684,7733.278904806847,23744.09470017207,137.03126771861045,861.339397088408,238.96097319824008
1980,88523.31319736523,7965.722194393748,18072.038341874846,43.20921111299677,887.2291348535337,246.1435506504202
1981,88772.91538302807,7617.054026648692,18575.744420967603,43.34482742927272,890.0137898810664,262.54925872813016
1982,88961.62518391968,7876.884253516472,17636.299158042017,43.43698683524015,891.9061296835976,306.52005394810544
1983,89163.58890622896,7577.790696574003,17741.970849280748,43.535668800561204,893.9323993715233,339.70258559736266
1984,88968.69653178,10993.827231912415,11917.052418348441,43.42653585399912,891.6915362021152,355.6429516162851
1985,89303.57881421014,8786.498263520705,15424.109768103152,43.57127627905445,894.6635395965849,359.34186840889095
1986,89392.9395094558,7972.980956996113,17022.738154932213,43.634530735694156,895.9623644395866,347.5629697561476
1987,89480.3039280429,7734.758030151937,17553.43136684898,43.63196368766436,895.9096543867082,321.35037896462654
1988,89468.65426191021,7810.636654248578,16836.8941206895,43.623490871267734,895.7356792233641,363.75603784560025
1989,89415.75092340658,7827.732525099402,16301.50456967673,43.59647715974066,895.180997680008,399.1927073687962
1990,89253.44086318176,8092.246595619917,16291.015109252798,43.518245955632246,893.5746502889821,364.6247233926835
1991,89155.65654434955,7789.944118695142,16444.077414051317,43.459016154139626,892.3584650316668,381.6549322053054
1992,89140.59577798126,7812.523810064239,15331.833892427901,43.34851438667256,890.0894954063433,420.18385299266896
1993,89477.2223846908,7428.729035518978,13631.498136338649,43.19213683176595,886.8785429455941,474.87637606171165
1994,89661.92431600367,7123.854930918577,12802.312543021666,43.00488061333612,883.033548593835,468.7317637254864
1995,89534.74143645399,7181.243920246222,12103.352093211835,42.812717849362535,879.0878065069106,459.04123663367443
