cohort,TOT,AB,MFH,SFH,TH
1703,32.01773710114805,26.24707815167601,16.585532069184172,49.802468063658026,33.95748061837427
1704,32.02383056987212,26.253172376855616,16.594032609058033,49.80365440296229,33.965112474134145
1705,32.03003793218597,26.259380504711018,16.602692037527664,49.804862916832974,33.972886981403406
1706,32.03635918781662,26.265702534512194,16.611510354593065,49.8060936052701,33.98080414018202
1707,32.04279433647362,26.272138465482378,16.620487560254226,49.807346468273664,33.98886395046997
1708,32.049343377847954,26.27868829679505,16.62962365451116,49.80862150584367,33.997066412267216
1709,32.056006311610844,26.285352027570788,16.638918637363858,49.8099187179801,34.00541152557376
1710,32.06278313741249,26.292129656873843,16.64837250881232,49.81123810468297,34.01389929038955
1711,32.06967385488071,26.299021183708543,16.657985268856546,49.81257966595226,34.02252970671457
1712,32.07667846361953,26.306026607015458,16.66775691749653,49.813943401787995,34.03130277454878
1713,32.08379696320765,26.31314592566729,16.677687454732276,49.81532931219017,34.04021849389214
1714,32.09102935319679,26.320379138464546,16.687776880563785,49.81673739715878,34.049276864744606
1715,32.09837563311005,26.32772624413089,16.698025194991047,49.81816765669382,34.05847788710614
1716,32.10583580243998,26.33518724130821,16.708432398014065,49.81962009079528,34.06782156097668
1717,32.113409860646684,26.342762128551414,16.71899848963284,49.82109469946319,34.077307886356195
1718,32.12109780715573,26.350450904322805,16.72972346984736,49.82259148269754,34.086936863244595
1719,32.128899641355886,26.358253566986157,16.740607338657636,49.82411044049831,34.09670849164183
1720,32.13681536259687,26.366170114800397,16.751650096063653,49.825651572865524,34.10662277154781
1721,32.14484497018675,26.37420054591289,16.76285174206541,49.827214879799165,34.116679702962465
1722,32.152988463389335,26.382344858352262,16.77421227666291,49.828800361299244,34.126879285885714
1723,32.16124584142131,26.390603050020797,16.785731699856147,49.830408017365755,34.13722152031742
1724,32.169617103449234,26.398975118686316,16.797410011645113,49.83203784799871,34.14770640625752
1725,32.17810224858632,26.40746106197357,16.8092472120298,49.8336898531981,34.15833394370587
1726,32.186701275889,26.416060877355033,16.821243301010206,49.8353640329639,34.16910413266234
1727,32.195414184353346,26.42477456214115,16.833398278586333,49.83706038729615,34.18001697312679
1728,32.20424097291114,26.43360211346994,16.845712144758156,49.83877891619484,34.19107246509904
1729,32.21318164042576,26.44254352829592,16.85818489952569,49.84051961965996,34.20227060857894
1730,32.222236185687876,26.451598803378314,16.870816542888907,49.8422824976915,34.21361140356627
1731,32.23140460741065,26.46076793526855,16.883607074847806,49.84406755028948,34.22509485006083
1732,32.240686904224944,26.470050920296874,16.896556495402375,49.8458747774539,34.2367209480624
1733,32.25008307467384,26.47944775455823,16.909664804552605,49.847704179184745,34.24848969757069
1734,32.25959311720722,26.488958433897057,16.92293200229848,49.84955575548204,34.260401098585426
1735,32.26921703017565,26.49858295389126,16.936358088639988,49.85142950634574,34.2724551511063
1736,32.27895481182408,26.508321309835086,16.94994306357711,49.85332543177589,34.28465185513296
1737,32.28880646028502,26.51817349672093,16.963686927109826,49.855243531772466,34.296991210665006
1738,32.298771973571434,26.528139509219905,16.977589679238115,49.85718380633546,34.30947321770204
1739,32.308851349568954,26.538219341661243,16.991651319961967,49.85914625546491,34.322097876243596
1740,32.31904458602777,26.548412988010323,17.005871849281338,49.86113087916077,34.334865186289164
1741,32.329351680554,26.558720441845317,17.020251267196212,49.863137677423055,34.347775147838185
1742,32.33977263060036,26.56914169633231,17.034789573706565,49.86516665025179,34.36082776089004
1743,32.35030743345636,26.579676744198807,17.049486768812343,49.86721779764694,34.37402302544404
1744,32.36095608623788,26.590325577705574,17.064342852513523,49.869291119608505,34.387360941499445
1745,32.37171858587597,26.601088188616675,17.079357824810053,49.8713866161365,34.400841509055425
1746,32.38259492910505,26.61196456816754,17.09453168570189,49.87350428723093,34.41446472811108
1747,32.393585112450296,26.622954707030992,17.10986443518898,49.87564413289177,34.428230598665394
1748,32.40468913221414,26.634058595281076,17.125356073271266,49.87780615311904,34.44213912071728
1749,32.415906984462104,26.645276222354656,17.141006599948675,49.87999034791273,34.45619029426555
1750,32.42723866500752,26.656607577010373,17.156816015221136,49.882196717272826,34.47038411930881
1751,32.43868416939537,26.668052647285126,17.17278431908857,49.88442526119935,34.48472059584564
1752,32.450243492885086,26.67961142044765,17.188911511550884,49.886675979692264,34.4991997238744
1753,32.46191663043222,26.691283882949154,17.205197592607977,49.8889488727516,34.513821503393324
1754,32.473703576668925,26.703070020370763,17.22164256225973,49.89124394037732,34.52858593440043
1755,32.48560432588329,26.714969817367596,17.238246420506023,49.89356118256947,34.543493016893585
1756,32.49761887199712,26.726983257609234,17.255009167346717,49.895900599328,34.558542750870394
1757,32.50974720854257,26.73911032371633,17.271930802781643,49.89826219065291,34.57373513632823
1758,32.52198932863707,26.751350997193246,17.289011326810645,49.90064595654422,34.58907017326423
1759,32.534345224956716,26.763705258356172,17.306250739433512,49.9030518970019,34.60454786167522
1760,32.54681488970798,26.776173086256808,17.323649040650036,49.90548001202596,34.620168201557696
1761,32.559398314597495,26.788754458600998,17.341206230459967,49.90793030161636,34.635931192907805
1762,32.57209549080005,26.80144935166224,17.358922308863043,49.91040276577312,34.65183683572132
