time,TOT,AB,MFH,SFH,TH
1813,6688.772148490854,0.0,387.90898728134357,610.6757462930674,5690.187414916443
1814,6770.168718450544,0.0,391.1431627475071,614.656131806951,5764.369423896086
1815,6852.698120700738,0.0,394.4275542467541,618.744467092256,5839.5260993617285
1816,6936.367837858589,0.0,397.76299308548266,622.9443646922357,5915.66048008087
1817,7021.1847479307635,0.0,401.1503044964832,627.2594906581489,5992.774952776132
1818,7107.155124405792,0.0,404.590307883483,631.693564811284,6070.871251711025
1819,7194.28463419348,0.0,408.08381693789534,636.2503607581573,6149.950456497428
1820,7282.578335747833,0.0,411.6316397302247,640.9337057965904,6230.012990221018
1821,7372.040677379649,0.0,415.2345787759128,645.7474807130678,6311.058617890669
1822,7462.675495758484,0.0,418.89343107517414,650.6956194714377,6393.086445211873
1823,7554.4860146035635,0.0,422.6089881263763,655.7821087930713,6476.094917684117
1824,7647.474843563223,0.0,426.3820359125719,661.0109876286092,6560.081820022041
1825,7741.643977282517,0.0,430.2133548608116,666.3863465215387,6645.044275900166
1826,7836.99480515296,0.0,434.1037202381399,671.9123275401553,6730.978757374664
1827,7933.528152676811,0.0,438.05390391386106,677.5931261771649,6817.881122585785
1828,8031.244291313205,0.0,442.0646746992483,683.4329911915297,6905.746625422427
1829,8130.142938058745,0.0,446.13679820037083,689.4362236940599,6994.569916164314
1830,8230.223255221008,0.0,450.2710366456798,695.6071761394807,7084.345042435846
1831,8331.483850352253,0.0,454.4681486867469,701.9502512233087,7175.065450442196
1832,8433.922776343064,0.0,458.7288891719791,708.4699006839339,7266.723986487152
1833,8537.537531675354,0.0,463.0540088931688,715.1706240103525,7359.312898771832
1834,8642.325060834282,0.0,467.4442543047697,722.0569670560238,7452.82383947349
1835,8748.28175504199,0.0,471.90036722311515,729.1335205709033,7547.247867247973
1836,8855.403480988589,0.0,476.4230857488481,736.4049206269779,7642.575474612761
1837,8963.68564101306,0.0,481.0131465839593,743.8758513212739,7738.796643107827
1838,9073.1231811791,0.0,485.67128499470084,751.5510438252153,7835.900852359184
1839,9183.710591988895,0.0,490.39823441510345,759.4352748365511,7933.877082737241
1840,9295.441909238516,0.0,495.19472602686926,767.533364958185,8032.713818253462
1841,9408.31071499104,0.0,500.0614883146047,775.8501770027758,8132.399049673659
1842,9522.310138667077,0.0,504.999246596424,784.3906142236541,8232.920277846999
1843,9637.432858252234,0.0,510.0087225299654,793.1596184726012,8334.264517249669
1844,9753.671101621032,0.0,515.090633593889,802.1621682851071,8436.418299742036
1845,9871.016650079553,0.0,520.2456926415817,811.4032770604772,8539.367680377494
1846,9989.460907013872,0.0,525.4746104280478,820.8879964000312,8643.098300185795
1847,10108.994978468998,0.0,530.778098707819,830.6214206766019,8747.595459084576
1848,10229.609678390663,0.0,536.1568698708481,840.6086857443422,8852.844122775472
1849,10351.295529514458,0.0,541.6116363565286,850.854967257058,8958.82892590087
