DSM,SFH,MFH,TH,AB
1926,0.1614340958875996,0.14371502436526,0.6871804924354437,0.007670387311696765
1927,0.1633234209406928,0.1448626296644454,0.6838536002734611,0.007960349121400674
1928,0.16522726519977898,0.14602117526859415,0.6804999917334723,0.008251567798154533
1929,0.16714562866485172,0.14719066117771037,0.67711966681548,0.008544043341957925
1930,0.16907851133592214,0.1483710873917945,0.673712625519472,0.00883777575281132
1931,0.17102591321297966,0.14956245391084305,0.6702788678454628,0.009132765030714498
1932,0.1729878342960308,0.15076476073485906,0.6668183937934428,0.00942901117566743
1933,0.17496427458507194,0.15197800786383892,0.663331203363419,0.00972651418767011
1934,0.17695523408010494,0.1532021952977878,0.6598172965553843,0.010025274066722867
1935,0.17896071278113096,0.15443732303670005,0.6562766733693439,0.01032529081282512
1936,0.18098071068814695,0.15568339108058324,0.6527093338052925,0.010626564425977342
1937,0.18301522780115362,0.1569403994294273,0.6491152778632397,0.01092909490617935
1938,0.18506426412015453,0.1582083480832429,0.6454945055431717,0.011232882253430927
1939,0.1871278196451454,0.15948723704202236,0.6418470168450997,0.011537926467732471
1940,0.1892058943761276,0.1607770663057668,0.6381728117690215,0.011844227549084064
1941,0.19129848831310203,0.1620778358744775,0.6344718903149353,0.0121517854974851
1942,0.19340560145606783,0.16338954574815323,0.6307442524828429,0.012460600312935968
1943,0.19552723380502643,0.16471219592679928,0.6269898982727375,0.012770671995436755
1944,0.19766338535997363,0.166045786410411,0.6232088276846284,0.013082000544986983
1945,0.19981405612091785,0.16739031719898653,0.6194010407185082,0.013394585961587395
1946,0.2019792460878485,0.16874578829252943,0.6155665373743845,0.01370842824523755
1947,0.20415895526077057,0.17011219969103739,0.6117053176522544,0.014023527395937548
1948,0.20635318363968544,0.1714895513945157,0.6078173815521116,0.014339883413687238
1949,0.20856193122459096,0.17287784340295484,0.6039027290739672,0.014657496298486939
1950,0.21078519801549006,0.17427707571636142,0.5999613602178123,0.014976366050336164
1951,0.21302298401237982,0.17568724833473598,0.5959932749836488,0.015296492669235398
1952,0.21527528921526382,0.17710836125807497,0.5919984733714768,0.015617876155184427
1953,0.21754211362413348,0.17854041448638425,0.5879769553812991,0.01594051650818314
1954,0.2198234572389997,0.17998340801965637,0.5839287210131121,0.016264413728231817
1955,0.2221193200598543,0.1814373418578981,0.5798537702669173,0.016589567815330337
1956,0.22442970208670243,0.1829022160011001,0.5757521031427191,0.016915978769478375
1957,0.2267546033195428,0.1843780304492714,0.5716237196405093,0.01724364659067655
1958,0.22909402375837515,0.1858647852024088,0.567468619760292,0.01757257127892412
1959,0.23144796340319623,0.18736248026051192,0.56328680350207,0.017902752834221828
1960,0.2338164222540056,0.18887111562358466,0.5590782708658406,0.018234191256569148
1961,0.23619940031081274,0.19039069129161823,0.5548430218516025,0.018566886545966478
1962,0.23859689757360966,0.19192120726462195,0.5505810564593548,0.018900838702413592
1963,0.24100891404239935,0.1934626635425896,0.546292374689101,0.019236047725910102
1964,0.2434354497171769,0.19501506012552508,0.541976976540841,0.01957251361645697
1965,0.24587650459794802,0.19657839701342872,0.53763486201457,0.019910236374053293
1966,0.24833207868471163,0.19815267420629468,0.5332660311102941,0.020249215998699555
1967,0.2508021719774687,0.19973789170412798,0.5288704838280078,0.020589452490395548
1968,0.25328678447621383,0.20133404950693,0.5244482201677148,0.020930945849141416
1969,0.2557859161809525,0.2029411476146923,0.5199992401294182,0.021273696074937017
1970,0.25829956709167995,0.20455918602742826,0.5155235437131093,0.021617703167782484
1971,0.2608277372084028,0.2061881647451259,0.5110211309187936,0.02196296712767762
1972,0.26337042653111187,0.20782808376779086,0.5064920017464746,0.022309487954622693
1973,0.2659276350598143,0.20947894309542311,0.5019361561961451,0.022657265648617496
1974,0.2684993627945121,0.21114074272801706,0.4973535942678087,0.023006300209662184
1975,0.27108560973519874,0.21281348266558467,0.49274431596146007,0.02335659163775651
1976,0.27368637588187716,0.21449716290811044,0.4881083212771116,0.023708139932900732
1977,0.2763016612345444,0.21619178345560983,0.48344561021475096,0.024060945095094804
1978,0.2789314657932096,0.2178973443080702,0.47875618277438176,0.02441500712433847
1979,0.2815757895578604,0.21961384546550014,0.4740400389560071,0.02477032602063233
1980,0.28423463252850517,0.22134128692789506,0.4692971787596241,0.025126901783975652
1981,0.2869079947051438,0.22307966869525686,0.4645276021852303,0.02548473441436905
1982,0.28959587608776916,0.22482899076758356,0.4597313092328354,0.025843823911811895
1983,0.29229827667638836,0.22658925314487713,0.4549082999024295,0.026204170276305044
1984,0.2950151964709989,0.22836045582713643,0.4500585741940172,0.026565773507847508
1985,0.2977466354716013,0.23014259881436103,0.4451821321075976,0.026928633606440093
1986,0.3004925936781947,0.23193568210655385,0.4402789736431696,0.027292750572081845
