DSM TH,Population,Stock,PpD,Stock change,Inflow,Outflow
1697,4974940.575118973,740919.1518705745,4.707304246536429,,,
1698,4991711.09045233,746974.9398619946,4.707304246167792,,,
1699,5012031.454890528,753082.821106107,4.707304245768089,,,
1700,5034221.121776269,759243.8852980093,4.707304245334704,,,
1701,5058000.0,765459.2348395529,4.707304244864797,,,
1702,5083368.089561727,771729.9848872795,4.707304244355291,,,
1703,5110325.390461443,778057.2633967199,4.707304243802849,,,
1704,5138122.60025161,784442.2111627265,4.707304243203852,,,
1705,5162263.904246978,790885.9818557923,4.707304242554378,,,
1706,5182000.0,797389.7420541625,4.7073042418501725,,,
1707,5197330.887510681,803954.671271489,4.707304241086623,,,
1708,5208256.566779015,810581.961979951,4.707304240258729,,,
1709,5215392.943599807,817272.8196284963,4.707304239361069,,,
1710,5222435.452741871,824028.4626562075,4.707304238387763,,,
1711,5230000.0,830850.1225003934,4.707304237332436,,,
1712,5238086.585374203,837739.0435993273,4.707304236188176,,,
1713,5246695.208864472,844696.4833893821,4.70730423494749,,,
1714,5255839.738149544,851723.7122963221,4.707304233602249,,,
1715,5265603.379301811,858822.0137205716,4.707304232143646,,,
1716,5276000.0,865992.6840161784,4.707304230562126,,,
1717,5287029.600244116,873237.0324633317,4.707304228847331,,,
1718,5298692.180034154,880556.381234033,4.70730422698803,,,
1719,5311488.627502926,887952.0653509094,4.707304224972045,,,
1720,5328424.271447273,895425.4326386349,4.707304222786173,,,
1721,5350000.0,902977.843667995,4.707304220416097,,,
1722,5376215.8131611105,910610.6716920844,4.707304217846294,,,
1723,5407071.710930601,918325.3025745592,4.707304215059933,,,
1724,5439468.496832898,926123.1347095185,4.707304212038765,,,
1725,5454810.992014558,934005.578932871,4.707304208763003,,,
1726,5450000.0,941974.0584247725,4.707304205211192,,,
1727,5425035.52078923,950030.0086030009,4.707304201360068,,,
1728,5379917.554382242,958174.8770067529,4.70730419718441,,,
1729,5320220.391499683,966410.1231708288,4.707304192656868,,,
1730,5279389.776465389,974737.2184896477,4.7073041877477895,,,
1731,5263000.0,983157.6460709248,4.7073041824250215,,,
1732,5271051.062103519,991672.9005786866,4.707304176653703,,,
1733,5303542.962775942,1000284.4880652032,4.707304170396034,,,
1734,5356569.154169006,1008993.9257916331,4.70730416361103,,,
1735,5406690.349193117,1017802.7420369112,4.707304156254254,,,
1736,5450000.0,1026712.4758946904,4.707304148277519,,,
1737,5486498.106589665,1035724.6770578098,4.707304139628584,,,
1738,5516184.668962103,1044840.905590125,4.707304130250801,,,
1739,5539524.683486277,1054062.731685166,4.7073041200827515,,,
1740,5559308.128375926,1063391.7354113963,4.707304109057837,,,
1741,5576000.0,1072829.5064436356,4.707304097103852,,,
1742,5589600.298358507,1082377.6437802557,4.707304084142502,,,
1743,5600109.023451442,1092037.755445856,4.707304070088896,,,
1744,5608402.744913332,1101811.4581788965,4.707304054850991,,,
1745,5619740.880551346,1111700.3771040912,4.707304038328984,,,
1746,5635000.0,1121706.1453889562,4.707304020414665,,,
1747,5654180.103259304,1131830.4038842737,4.707304000990703,,,
1748,5677281.19032925,1142074.800748043,4.70730397992988,,,
1749,5704378.847033726,1152440.9910524124,4.707303957094258,,,
1750,5735926.588316017,1162930.636373322,4.707303932334273,,,
1751,5772000.0,1173545.404362417,4.707303905487761,,,
1752,5812599.08208568,1184286.9683006625,4.707303876378887,,,
1753,5857723.834573053,1195157.0066335343,4.707303844817004,,,
1754,5906284.172884307,1206157.2024870745,4.707303810595396,,,
1755,5951739.589552563,1217289.2431645736,4.707303773489927,,,
1756,5993000.0,1228554.819623456,4.707303733257573,,,
1757,6030065.404226625,1239955.6259317698,4.707303689634833,,,
1758,6062935.802232429,1251493.3587041544,4.707303642335997,,,
1759,6092036.115660423,1263169.7165165355,4.707303591051281,,,
1760,6119915.874368615,1274986.3992994244,4.707303535444795,,,
1761,6147000.0,1286945.107709188,4.707303475152341,,,
1762,6173288.4925545845,1299047.5424769637,4.707303409779033,,,
1763,6198781.3520323625,1311295.4037348179,4.707303338896708,,,
1764,6223739.133153143,1323690.3903186768,4.707303262041119,,,
1765,6249725.164235757,1336234.1990476816,4.707303178708901,,,
1766,6277000.0,1348928.5239795025,4.707303088354266,,,
1767,6305563.640445879,1361775.0556412486,4.707302990385434,,,
1768,6335416.08557339,1374775.4802356123,4.70730288416076,,,
1769,6367169.085420707,1387931.4788217777,4.707302768984521,,,
1770,6404493.140216855,1401244.7264707806,4.70730264410237,,,
1771,6448000.0,1414716.8913949335,4.707302508696389,,,
1772,6497689.664770147,1428349.6340509327,4.707302361879737,,,
1773,6553562.13452729,1442144.606216335,4.707302202690837,,,
1774,6614886.354322606,1456103.4500390494,4.707302030087079,,,
1775,6677275.9944631215,1470227.7970594757,4.707301842937997,,,
1776,6740000.0,1484519.267205058,4.707301640017858,,,
1777,6803058.3709332505,1498979.4677569112,4.707301419997636,,,
1778,6866451.107262864,1513609.9922881853,4.707301181436312,,,
1779,6929512.788643651,1528412.4195740733,4.707300922771433,,,
1780,6988250.89300443,1543388.3124729746,4.7073006423088755,,,
1781,7042000.0,1558539.2167788255,4.707300338211756,,,
1782,7090760.109630367,1573866.6600442687,4.707300008488401,,,
1783,7134531.221895525,1589372.1503744689,4.707299650979296,,,
1784,7175436.913815488,1605057.1751915326,4.707299263342949,,,
1785,7226218.647510312,1620923.1999692866,4.707298843040554,,,
1786,7289000.0,1636971.6669383817,4.7072983873193595,,,
1787,7363780.971284559,1653203.993761644,4.707297893194647,,,
1788,7450561.561363982,1669621.5721797147,4.70729735743018,,,
1789,7547625.728463418,1686225.7666267662,4.707296776517008,,,
1790,7644677.221933711,1703017.9128166386,4.707296146650491,,,
1791,7740000.0,1719999.3162991889,4.707295463705376,,,
1792,7833594.06266229,1737171.250987231,4.707294723208786,,,
1793,7925459.409920575,1754534.9576539486,4.707293920310925,,,
1794,8015888.715404003,1772091.6424013053,4.707293049753319,,,
1795,8106638.020887431,1789842.4750994747,4.707292105834376,,,
1796,8198000.0,1807788.5877976676,4.707291082372048,,,
1797,8289974.652741713,1825931.0731068722,4.70728997266335,,,
1798,8382561.979112571,1844270.9825546416,4.70728876944046,,,
1799,8475761.979112571,1862809.3249127932,4.707287464823125,,,
1800,8620000.0,1881547.0644981805,4.707286050267059,,,
1801,8671000.0,1900485.1194475293,4.7072845165079915,,,
1802,8731000.0,1919624.3599667822,4.707282853500999,,,
1803,8832000.0,1938965.6065558568,4.707281050354729,,,
1804,8945000.0,1958509.6282096154,4.707279095260085,,,
1805,9092000.0,1978257.1405960764,4.707276975412896,,,
1806,9232000.0,1998208.8042127774,4.7072746769300755,,,
1807,9368000.0,2018365.22252256,4.7072721847587236,,,
1808,9498000.0,2038726.9400699127,4.70726948257756,,,
1809,9624000.0,2059294.4405792677,4.707266552690066,,,
1810,9738000.0,2080068.1450366916,4.707263375908615,,,
1811,9864000.0,2101048.409756578,4.707259931428854,,,
1812,9988000.0,2122235.5244349367,4.707256196693496,,,
1813,10141000.0,2143629.710191302,4.70725214724465,,,
1814,10274000.0,2165231.1176011465,4.707247756563701,,,
1815,10458000.0,2187039.8247207953,4.7072429958977215,,,
1816,10628000.0,2209055.8351074765,4.707237834071255,,,
1817,10802000.0,2231279.075836554,4.707232237282255,,,
1818,10957000.0,2253709.3955190214,4.70722616888084,,,
1819,11122000.0,2276346.56232167,4.707219589129432,,,
1820,11268000.0,2299190.2619932587,4.707212454942682,,,
1821,11457000.0,2322240.095899944,4.707204719605526,,,
1822,11652000.0,2345495.579073115,4.707196332467497,,,
1823,11839000.0,2368956.1382738487,4.707187238611311,,,
1824,12017000.0,2392621.1100776154,4.707177378493571,,,
1825,12208000.0,2416489.738983581,4.707166687555231,,,
1826,12374000.0,2440561.1755532054,4.707155095799297,,,
1827,12528000.0,2464834.4745828016,4.707142527332995,,,
1828,12728000.0,2489308.5933154286,4.707128899871446,,,
1829,12903000.0,2513982.389697634,4.707114124199593,,,
1830,13074000.0,2538854.620686995,4.707098103588894,,,
1831,13254000.0,2563923.9406168866,4.707080733164983,,,
1832,13394000.0,2589188.899625145,4.707061899222189,,,
1833,13565000.0,2614647.942154223,4.70704147848045,,,
1834,13760000.0,2640299.4055301896,4.7070193372798235,,,
1835,13921000.0,2666141.518629364,4.706995330707339,,,
1836,14100000.0,2692172.4006413002,4.706969301650546,,,
1837,14261000.0,2718390.059937492,4.706941079771644,,,
1838,14416000.0,2744792.3930566194,4.706910480395521,,,
1839,14594000.0,2771377.183816548,4.706877303304553,,,
1840,14769000.0,2798142.1025654897,4.706841331432358,,,
1841,14937000.0,2825084.7055845466,4.706802329448097,,,
1842,15073000.0,2852202.434655276,4.706760042222195,,,
1843,15264000.0,2879492.6168067334,4.706714193163628,,,
1844,15455000.0,2906952.464257584,4.7066644824181,,,
1845,15648000.0,2934579.0745698665,4.706610584915553,,,
1846,15841000.0,2962369.431032492,4.706552148254534,,,
1847,16035000.0,2990320.403293562,4.706488790409915,,,
1848,16230000.0,3018428.7482622415,4.706420097249342,,,
1849,16426000.0,3046691.1113024205,4.706345619842674,,,
1850,16622000.0,3075104.027741992,4.706264871547307,,,
1851,16820000.0,3103663.924723491,4.706177324851014,,,
1852,17018000.0,3132367.1234236774,4.706082407952374,,,
1853,17218000.0,3161209.8416717616,4.705979501057339,,,
1854,17418000.0,3190188.1969981925,4.705867932368746,,,
1855,17618000.0,3219298.2101486498,4.705746973743817,,,
1856,17820000.0,3248535.8090997892,4.705615835992663,,,
1857,18021000.0,3277896.833617177,4.705473663788803,,,
1858,18223000.0,3307377.0403977702,4.705319530160382,,,
1859,18426000.0,3336972.10884351,4.705152430528484,,,
1860,18629000.0,3366677.647515634,4.704971276256309,,,
1861,18833000.0,3396489.201322832,4.704774887670322,,,
1862,19073000.0,3426402.259501723,4.704561986511601,,,
1863,19315000.0,3456412.264450565,4.704331187772542,,,
1864,19561000.0,3486514.621483666,4.704080990870876,,,
1865,19810000.0,3516704.7095778952,4.703809770109546,,,
1866,20062000.0,3546977.8931883457,4.703515764367397,,,
1867,20317000.0,3577329.535216332,4.703197065961932,,,
1868,20575000.0,3607755.011218444,4.702851608621409,,,
1869,20837000.0,3638249.7249526097,4.702477154499552,,,
1870,21102000.0,3668809.1253635334,4.702071280161933,,,
1871,21376000.0,3699428.7251177486,4.70163136146875,,,
1872,21669000.0,3730104.120806267,4.701154557274383,,,
1873,21966000.0,3760831.0149407606,4.700637791859657,,,
1874,22266000.0,3791605.2398789437,4.700077736008326,,,
1875,22571000.0,3822422.7838227176,4.6994707866349765,,,
1876,22880000.0,3853279.8190434785,4.698813044867352,,,
1877,23194000.0,3884172.732498559,4.698100292482161,,,
1878,23511000.0,3915098.1590127302,4.697327966589914,,,
1879,23833000.0,3946053.0172106316,4.696491132461254,,,
1880,24159000.0,3977034.548395622,4.695584454384909,,,
1881,24474000.0,4008040.3585828394,4.694602164445951,,,
1882,24797000.0,4039068.463904632,4.693538029112704,,,
1883,25013000.0,4070117.3396182195,4.6923853135217435,,,
1884,25292000.0,4101185.9729561335,4.691136743353334,,,
1885,25574000.0,4132273.920069794,4.689784464194632,,,
1886,25859000.0,4163381.3673271863,4.6883199982956665,,,
1887,26148000.0,4194509.197233079,4.686734198633905,,,
1888,26440000.0,4225659.059247685,4.685017200217783,,,
1889,26735000.0,4256833.445784732,4.683158368578627,,,
1890,27003000.0,4288035.773671939,4.68114624542475,,,
1891,27304000.0,4319270.471356751,4.678968491462008,,,
1892,27618000.0,4350543.072134853,4.676611826422857,,,
1893,27936000.0,4381860.313669544,4.674061966392056,,,
1894,28257000.0,4413230.244054941,4.671303558572927,,,
1895,28582000.0,4444662.334651805,4.668320113704825,,,
1896,28911000.0,4476167.599894402,4.665093936421845,,,
1897,29344000.0,4507758.724224376,4.661606053936236,,,
1898,29580000.0,4539169.909433911,4.65783614353941,,,
1899,29921000.0,4569811.581998202,4.653762459540437,,,
1900,30253000.0,4600566.494434664,4.649361760408359,,,
1901,30594000.0,4631455.183466313,4.644609237052301,,,
1902,30907000.0,4662500.573041647,4.639478443363656,,,
1903,31202000.0,4693728.139488532,4.633941230359098,,,
1904,31522000.0,4725166.082051721,4.627967685502638,,,
1905,31844000.0,4756845.497961231,4.621526079049786,,,
1906,32171000.0,4788800.56092467,4.61458281954681,,,
1907,32653000.0,4821068.701642418,4.607102420931444,,,
1908,32834000.0,4853690.7886041105,4.599047484015535,,,
1909,33170000.0,4886711.30703424,4.590378695480347,,,
1910,33382000.0,4920178.533410049,4.581054847874983,,,
1911,33704000.0,4954144.702471629,4.571032884468249,,,
1912,33852000.0,4988666.163081838,4.56026797315224,,,
1913,34055000.0,5023803.518667395,4.54871361391589,,,
1914,34444000.0,5059621.747286243,4.536321784679361,,,
1915,34818000.0,5096190.295618117,4.523043130481345,,,
1916,34830000.0,5133583.140376378,4.508827201112851,,,
1917,34831000.0,5171878.809791329,4.493622742260126,,,
1918,34805000.0,5211160.356941248,4.477378045019265,,,
1919,34634000.0,5251515.275818005,4.46004135823566,,,
1920,34968000.0,5293035.3501458205,4.44156136746078,,,
1921,35274000.0,5335816.4241485745,4.421887743364782,,,
1922,35519000.0,5379958.083739329,4.4009717611567245,,,
1923,35745000.0,5425563.236027529,4.378766990911482,,,
1924,36065000.0,5472737.574677906,4.355230056661006,,,
1925,36198000.0,5521588.918585228,4.3303214596701,,,
1926,36383000.0,5572226.4116300065,4.304006458496865,,,
1927,36562000.0,5624759.57205974,4.276255995275805,,,
1928,36796000.0,5679297.18138689,4.24704765422946,,,
1929,36923000.0,5735946.004723644,4.216366634820978,,,
1930,37172000.0,5794809.337278907,4.184206718352588,,,
1931,37395000.0,5855985.37541893,4.150571203379615,,,
1932,37619000.0,5919565.415304714,4.115473782266979,,,
1933,37782000.0,5985631.887711435,4.078939328812478,,,
1934,37913000.0,6054256.244189165,4.041004565358747,,,
1935,38107000.0,6125496.717184008,4.00171857746954,,,
1936,38322000.0,6199395.984953866,3.9611431452845958,,,
1937,38552000.0,6275978.780866452,3.919352863267607,,,
1938,38749000.0,6355249.495631365,3.8764350243229124,,,
1939,38973000.0,6437189.8297854485,3.8324892501763994,,,
1940,39339000.0,6521756.561802599,3.787626857373956,,,
1941,39145000.0,6608879.503963113,3.741969956997439,,,
1942,39371000.0,6698459.722947127,3.695650295859071,,,
1943,39803000.0,6790368.104373127,3.648807857026034,,,
1944,40000000.0,6884444.339576626,3.60158924748306,,,
1945,40214000.0,6980496.408305124,3.5541459099581054,,,
1946,40227000.0,7078300.622353072,3.50663220382101,,,
1947,40549000.0,7177602.282344271,3.4592034059865413,,,
1948,40950000.0,7278116.983052516,3.4120136864931667,,,
1949,41214000.0,7379532.582291636,3.365214114622236,,,
1950,41421000.0,7481511.825290834,3.318950749983678,,,
1951,41228000.0,7583695.5916846255,3.2733628690266134,,,
1952,41367000.0,7685706.707100291,3.2285813712173024,,,
1953,41515000.0,7787154.237302111,3.1847274010931916,,,
1954,41673000.0,7887638.161450076,3.1419112130895472,,,
1955,41838000.0,7986754.303672657,3.1002312960410885,,,
1956,42059000.0,8084099.390028264,3.0597737641874603,,,
1957,42296000.0,8179276.091898526,3.0206120119171196,,,
1958,42494000.0,8271897.917353895,2.9828066208443085,,,
1959,42763000.0,8361593.819025516,2.946405500491578,,,
1960,43146000.0,8448012.400021363,2.9114442380827072,,,
1961,43566000.0,8530825.617526842,2.8779466288471216,,,
1962,44006000.0,8609731.905701788,2.845925355788612,,,
1963,44311000.0,8684458.663888201,2.8153827869708783,,,
1964,44648000.0,8754764.08145702,2.7863118588373554,,,
1965,44979000.0,8820438.295384008,2.7586970156806494,,,
1966,45265000.0,8881303.899550587,2.7325151778505474,,,
1967,45562000.0,8937215.844762398,2.707736714379223,,,
1968,45791000.0,8988060.78482217,2.6843263991625994,,,
1969,46014000.0,9033755.936249211,2.662244333450292,,,
1970,46167000.0,9074247.527298715,2.641446820980547,,,
1971,46411850.0,9109508.915951874,2.62188718550741,,,
1972,46571950.0,9139538.456898019,2.603516523600015,,,
1973,46686100.0,9164357.19475177,2.5862843883792728,,,
1974,46682850.0,9184006.455458581,2.5701394022578175,,,
1975,46674200.0,9198545.400698591,2.5550297987534947,,,
1976,46659950.0,9208048.601746714,2.540903895063858,,,
1977,46639900.0,9212603.680258559,2.527710498343159,,,
1978,46638100.0,9212309.05434564,2.5153992495480737,,,
1979,46698050.0,9207271.8194685,2.5039209093537127,,,
1980,46787100.0,9197605.78544235,2.49322759102946,,,
1981,46820902.5,9183429.68341749,2.4832729453467906,,,
1982,46777168.5,9164865.550202128,2.4740123026082093,,,
1983,46813846.5,9142037.291794032,2.465402776774288,,,
1984,46912222.0,9115069.423483748,2.457403336456738,,,
1985,47057179.5,9084085.980329089,2.449974847267475,,,
1986,47187821.5,9049209.589118931,2.4430800896902145,,,
1987,47300209.5,9010560.691034002,2.4366837562915173,,,
1988,47412171.0,8968256.902978446,2.430752431727833,,,
1989,47552825.5,8922412.504884208,2.4252545586459164,,,
1990,47699058.0,8873138.040087886,2.4201603922250023,,,
1991,47875017.5,8820540.016031826,2.4154419457768044,,,
1992,47997986.5,8764720.692984495,2.4110729295080913,,,
1993,48102159.5,8705777.949115189,2.4070286842630257,,,
1994,48228890.5,8643805.21103581,2.403286111799951,,,
1995,48383230.5,8578891.43979315,2.3998236029202036,,,
1996,48519064.5,8511121.163201507,2.3966209645544176,,,
1997,48664888.5,8440574.546320943,2.393659346723614,,,
1998,48820791.5,8367327.492790785,2.3909211701268185,,,
1999,49032936.0,8291451.770586415,2.3883900549624033,,,
2000,49233155.5,8213015.156584305,2.386050751465044,,,
2001,49449873.0,8132081.595074507,2.3838890725323774,,,
2002,49679133.5,8048711.366053114,2.381891828723345,,,
2003,49925758.5,7962961.2597539835,2.3800467658321405,,,
2004,50194800.0,7874884.754443342,2.3783425051759695,,,
2005,50606017.0,7784532.195004281,2.3767684866800756,,,
2006,50965093.0,7691950.970275548,2.375314914798186,,,
2007,51381046.5,7597185.6875018105,2.373972707269531,,,
2008,51815926.5,7500278.34258347,2.372733446683663,,,
2009,52196190.5,7401268.485109086,2.371589334800524,,,
2010,52642226.0,7300193.377396555,2.3705331495545936,,,
2011,53107084.5,7197088.1469833935,2.3695582046577637,,,
2012,53500406.0,7091985.9321820475,2.3686583117050923,,,
2013,53892343.0,6984918.020465313,2.367827744680221,,,
2014,54343659.5,6875913.979569493,2.3670612067524184,,,
2015,54797338.0,6765001.781301558,2.366353799254529,,,
2016,55254017.0,6652207.918123145,2.365700992730158,,,
2017,55619548.0,6537557.512640935,2.3650985999388494,,,
2018,55924528.0,6421074.420191447,2.364542750709579,,,
2019,56230056.0,6302781.324743704,2.3640298685352943,,,
2020,56325961.0,6182699.828369714,2.3635566488043427,,,
2021,56554891.0,6060850.534558829,2.3631200385682214,,,
2022,57106398.0,5937253.125660095,2.362717217749027,,,
2023,57364306.15048608,5811926.434746319,2.3623455816942025,,,
2024,57867501.81847279,5684888.512197972,2.362002724990506,,,
2025,58370697.48645951,5556156.68730094,2.3616864264535575,,,
2026,58873893.15444624,5425747.62515097,2.36139463521374,,,
2027,59209356.93310404,5293677.379148881,2.3611254578236016,,,
2028,59544820.711761855,5159961.439365291,2.36087714631622,,,
2029,59880284.49041968,5024614.7770408485,2.3606480871481588,,,
2030,60131882.32441303,4887651.88547959,2.3604367909647035,,,
2031,60467346.10307084,4749086.817580527,2.3602418831289596,,,
2032,60718943.93706421,4608933.220241948,2.36006209496012,,,
2033,60970541.77105757,4467204.365860175,2.3598962556297782,,,
2034,61222139.60505093,4323913.181132509,2.3597432846685407,,,
2035,61557603.383708745,4179072.273362514,2.3596021850384035,,,
2036,61809201.217702106,4032693.954455322,2.359472036729391,,,
2037,62060799.05169546,3884790.2627769625,2.3593519908418124,,,
2038,62312396.88568881,3735372.983042072,2.3592412641181877,,,
2039,62563994.71968217,3584453.66438574,2.359139133891418,,,
2040,62815592.55367554,3432043.636759686,2.3590449334181476,,,
2041,62983324.443004444,3278154.025789767,2.3589580475684926,,,
2042,63234922.276997805,3122795.7662194786,2.358877908845376,,,
2043,63486520.110991165,2965979.61405279,2.358803993708656,,,
2044,63738117.944984525,2807716.1575080953,2.3587358191810415,,,
2045,63989715.77897788,2648015.826880811,2.3586729397144772,,,
2046,64241313.61297124,2486888.903408163,2.3586149442972495,,,
2047,64492911.4469646,2324345.5272230767,2.358561453783519,,,
2048,64744509.28095796,2160395.7044758005,2.3585121184283624,,,
2049,64996107.11495132,1995049.3136973085,2.3584666156126475,,,
2050,65247704.94894468,1828316.1114717587,2.358424647743249,,,
