DSM,Population,Stock,PpD,Stock change,Inflow,Outflow
1704,4954085.870497796,1054070.1645443316,4.699958349204787,,,
1705,4977770.465438183,1059109.4847232874,4.699958349196279,,,
1706,5001837.705905521,1064230.2195658549,4.6999583491868755,,,
1707,5026293.469709845,1069433.6196810217,4.699958349176483,,,
1708,5051143.714816422,1074720.9527322336,4.699958349164998,,,
1709,5076394.480096024,1080093.5035970297,4.699958349152304,,,
1710,5102051.8860697895,1085552.5745255244,4.699958349138276,,,
1711,5128122.135648072,1091099.485297612,4.699958349122773,,,
1712,5154611.514862672,1096735.5733787622,4.699958349105638,,,
1713,5181526.393591827,1102462.1940742736,4.699958349086702,,,
1714,5208873.22627729,1108280.720681849,4.699958349065775,,,
1715,5236658.552632846,1114192.544642342,4.699958349042646,,,
1716,5264888.998343544,1120199.0756885335,4.699958349017085,,,
1717,5293571.275754935,1126301.7419917798,4.699958348988836,,,
1718,5322712.184551566,1132501.9903063755,4.699958348957615,,,
1719,5352318.61242396,1138801.2861114654,4.699958348923112,,,
1720,5382397.535723284,1145201.1137503393,4.699958348884979,,,
1721,5412956.020102878,1151702.976566928,4.699958348842836,,,
1722,5444001.22114581,1158308.3970393292,4.699958348796261,,,
1723,5475540.38497756,1165018.9169101692,4.699958348744787,,,
1724,5507580.848862957,1171836.097313612,4.6999583486879,,,
1725,5540130.041786418,1178761.5188988172,4.699958348625031,,,
1726,5573195.485014529,1185796.7819496433,4.6999583485555485,,,
1727,5606784.792640005,1192943.506500384,4.699958348478759,,,
1728,5640905.6721059885,1200203.3324473274,4.699958348393894,,,
1729,5675565.92470964,1207577.9196559049,4.699958348300102,,,
1730,5710773.446083977,1215068.9480632138,4.699958348196447,,,
1731,5746536.226656802,1222678.1177756675,4.699958348081891,,,
1732,5782862.352085639,1230407.1491615386,4.699958347955286,,,
1733,5819760.003667459,1238257.7829381397,4.699958347815367,,,
1734,5857237.458722038,1246231.780253395,4.699958347660732,,,
1735,5895303.090947682,1254330.9227615306,4.699958347489834,,,
1736,5933965.370748071,1262557.0126926254,4.699958347300962,,,
1737,5973232.86552892,1270911.872915734,4.699958347092227,,,
1738,6013114.239963134,1279397.3469953141,4.699958346861538,,,
1739,6053618.256223073,1288015.2992406497,4.6999583466065875,,,
1740,6094753.774178557,1296767.6147479916,4.6999583463248245,,,
1741,6136529.751559159,1305656.1994350976,4.699958346013427,,,
1742,6178955.24407932,1314682.9800678645,4.69995834566928,,,
1743,6222039.4055248145,1323849.9042787373,4.699958345288939,,,
1744,6265791.487798987,1333158.940576561,4.699958344868597,,,
1745,6310220.840927236,1342612.0783475514,4.699958344404048,,,
1746,6355336.913018115,1352211.3278470347,4.699958343890642,,,
1747,6401149.250179414,1361958.720181613,4.69995834332324,,,
1748,6447667.496387577,1371856.307281402,4.6999583426961635,,,
1749,6494901.393308712,1381906.161861972,4.699958342003137,,,
1750,6542860.780069469,1392110.377375625,4.699958341237224,,,
1751,6591555.592976038,1402471.0679516383,4.69995834039076,,,
1752,6640995.865179405,1412990.3683250735,4.6999583394552715,,,
1753,6691191.726285068,1423670.4337537764,4.699958338421397,,,
1754,6742153.401905328,1434513.4399231588,4.69995833727879,,,
1755,6793891.2131522335,1445521.5828383644,4.699958336016014,,,
1756,6846415.576069258,1456697.078703396,4.69995833462043,,,
1757,6899737.000999725,1468042.1637867985,4.6999583330780705,,,
1758,6953866.091889977,1479559.0942734596,4.699958331373501,,,
1759,7008813.545525279,1491250.146102109,4.699958329489659,,,
1760,7064590.150696362,1503117.6147880666,4.699958327407693,,,
1761,7121206.787294528,1515163.8152308005,4.699958325106764,,,
1762,7178674.425333226,1527391.0815058532,4.699958322563845,,,
1763,7237004.1238938905,1539801.7666406617,4.699958319753484,,,
1764,7296207.029993946,1552398.242373834,4.699958316647554,,,
1765,7356294.377374726,1565182.8988973962,4.699958313214972,,,
1766,7417277.485207114,1578158.144581556,4.6999583094213815,,,
1767,7479167.756712677,1591326.4056814983,4.699958305228815,,,
1768,7541976.677697998,1604690.1260257359,4.699958300595314,,,
1769,7605715.814999971,1618251.7666855396,4.699958295474502,,,
1770,7670396.814839751,1632013.805624956,4.699958289815131,,,
1771,7736031.401083034,1645978.7373309263,4.699958283560558,,,
1772,7802631.373404384,1660149.0724230206,4.699958276648186,,,
1773,7870208.605353239,1674527.3372422892,4.699958269008833,,,
1774,7938775.042319298,1689116.0734187425,4.699958260566043,,,
1775,8008342.699394923,1703917.8374169695,4.699958251235317,,,
1776,8078923.6591322115,1718935.2000593885,4.699958240923269,,,
1777,8150530.069192412,1734170.7460266522,4.699958229526695,,,
1778,8223174.139885338,1749627.07333471,4.699958216931532,,,
1779,8296868.14159642,1765306.7927880299,4.699958203011724,,,
1780,8371624.402099125,1781212.5274085118,4.699958187627959,,,
1781,8447455.303750377,1797346.911839591,4.699958170626268,,,
1782,8524373.280566707,1813712.591725063,4.699958151836495,,,
1783,8602390.815178875,1830312.2230621602,4.699958131070583,,,
1784,8681520.43566268,1847148.4715284025,4.699958108120703,,,
1785,8761774.712243749,1864224.0117817775,4.6999580827571625,,,
1786,8843166.25387413,1881541.5267337856,4.699958054726117,,,
1787,8925707.704678506,1899103.7067949225,4.699958023747021,,,
1788,9009411.740267947,1916913.2490921624,4.699957989509826,,,
1789,9094291.063919112,1934972.856658022,4.699957951671874,,,
1790,9180358.402616877,1953285.2375908052,4.699957909854472,,,
1791,9267626.502958484,1971853.1041856448,4.699957863639097,,,
1792,9356108.126917236,1990679.1720359519,4.699957812563211,,,
1793,9445816.047463957,2009766.1591049347,4.69995775611563,,,
1794,9536763.044044454,2029116.7847668414,4.699957693731408,,,
1795,9628961.89791127,2048733.7688176117,4.699957624786184,,,
1796,9722425.387308173,2068619.8304546531,4.699957548589932,,,
1797,9817166.282505836,2088777.6872254647,4.6999574643800575,,,
1798,9913197.34068732,2109210.053944878,4.699957371313759,,,
1799,10010531.300682038,2129919.641580691,4.699957268459602,,,
1800,10109180.877547026,2150909.1561075333,4.699957154788189,,,
1801,10209158.756994404,2172181.2973287953,4.699957029161862,,,
1802,10310477.589664103,2193738.7576665273,4.699956890323315,,,
1803,10413149.985240992,2215584.220919222,4.69995673688301,,,
1804,10517188.506415777,2237720.3609874686,4.6999565673052714,,,
1805,10622605.66268903,2260149.8405674687,4.699956379892916,,,
1806,10729413.904018056,2282875.3098124927,4.699956172770265,,,
1807,10837625.614306293,2305899.4049623846,4.699955943864379,,,
1808,10947253.104735218,2329224.746941279,4.699955690884304,,,
1809,11058308.606938813,2352853.9399237544,4.699955411298146,,,
1810,11170804.266020995,2376789.5698697194,4.699955102307735,,,
1811,11284752.13341631,2401034.203028368,4.699954760820615,,,
1812,11400164.159594804,2425590.384411661,4.699954383419099,,,
1813,11517052.186611708,2450460.6362377945,4.6999539663260625,,,
1814,11635427.940503253,2475647.4563452792,4.699953505367145,,,
1815,11755303.023529802,2501153.316578287,4.69995299592897,,,
1816,11876688.906267896,2526980.6611440238,4.699952432912976,,,
1817,11999596.919553036,2553131.9049430187,4.699951810684394,,,
1818,12124038.24627517,2579609.431873294,4.699951123015851,,,
1819,12250023.91302924,2606415.593109517,4.699950363025056,,,
1820,12377564.7816233,2633552.7053583576,4.699949523105913,,,
1821,12506671.54044704,2661023.0490914043,4.699948594852417,,,
1822,12637354.695703823,2688828.866757159,4.69994756897452,,,
1823,12769624.562509578,2716972.360973758,4.699946435205166,,,
1824,12903491.255862253,2745455.6927042683,4.699945182197546,,,
1825,13038964.68148578,2774280.9794165744,4.699943797411554,,,
1826,13176054.52655282,2803450.2932300945,4.699942266988284,,,
1827,13314770.250290856,2832965.65905174,4.699940575611362,,,
1828,13455121.07447653,2862829.0527038286,4.699938706353668,,,
1829,13597115.97382346,2893042.399046876,4.699936640507959,,,
1830,13740763.666269027,2923607.570100482,4.699934357399672,,,
1831,13886072.603166029,2954526.3831658443,4.699931834180061,,,
1832,14033050.959385408,2985800.598953767,4.699929045597562,,,
1833,14181706.623336561,3017431.91972238,4.699925963745142,,,
1834,14332047.186912145,3049421.987429212,4.699922557781074,,,
1835,14484079.93536457,3081772.3819026737,4.699918793620364,,,
1836,14637811.837121757,3114484.619038519,4.699914633593739,,,
1837,14793249.533550099,3147560.1490273494,4.699910036070786,,,
1838,14950399.32867285,3181000.354619832,4.6999049550434915,,,
1839,15109267.178852577,3214806.5494369427,4.699899339665987,,,
1840,15269858.682446614,3248979.976333228,4.699893133745949,,,
1841,15432179.069444856,3283521.8058218877,4.699886275182533,,,
1842,15596233.19109948,3318433.134571311,4.699878695345255,,,
1843,15762025.509556647,3353714.983983674,4.699870318387609,,,
1844,15929560.087500459,3389368.2988672256,4.69986106048857,,,
1845,16098840.577819822,3425393.946215054,4.699850829014427,,,
1846,16269870.21330928,3461792.714104442,4.699839521592574,,,
1847,16442651.796414975,3498565.310732261,4.6998270250880285,,,
1848,16617187.68903748,3535712.3636035016,4.699813214472485,,,
1849,16793479.802403353,3573234.418891739,4.699797951574628,,,
1850,16971529.587017655,3611131.9409922543,4.699781083699278,,,
1851,17151338.022709846,3649405.312290684,4.699762442101608,,,
1852,17332905.60878598,3688054.8331724573,4.699741840301287,,,
1853,17516232.354300026,3727080.722300874,4.699719072219763,,,
1854,17701317.768457763,3766483.11719462,4.6996939101222335,,,
1855,17888160.851166617,3806262.075138776,4.699666102343837,,,
1856,18076760.083745234,3846417.57446693,4.699635370777566,,,
1857,18267113.41980665,3886949.516256051,4.699601408098997,,,
1858,18459218.276329204,3927857.726480191,4.699563874700414,,,
1859,18653071.524929337,3969141.9586740043,4.699522395304018,,,
1860,18848669.48335082,4010801.8971626014,4.6994765552208175,,,
1861,19046007.90718478,4052837.160920266,4.699425896218356,,,
1862,19245081.98183517,4095247.308127364,4.699369911956643,,,
1863,19445886.31474445,4138031.841502282,4.699308042947481,,,
1864,19648414.927894004,4181190.2144935015,4.699239670987836,,,
1865,19852661.25059426,4224721.838426246,4.699164113012843,,,
1866,20058618.11257909,4268626.090708313,4.699080614308542,,,
1867,20266277.737419277,4312902.324211159,4.698988341018373,,,
1868,20475631.736269698,4357549.877954907,4.698886371870827,,,
1869,20686671.101964727,4402568.089239945,4.698773689048397,,,
1870,20899386.203476414,4447956.307383363,4.698649168109989,,,
1871,21113766.78074958,4493713.909235623,4.698511566870312,,,
1872,21329801.939928092,4539840.316671986,4.698359513130255,,,
1873,21547480.14898613,4586335.016274294,4.6981914911419205,,,
1874,21766789.233778127,4633197.581442052,4.698005826680795,,,
1875,21987716.37452078,4680427.6971976,4.697800670585274,,,
1876,22210248.102720194,4728025.187978695,4.697573980610586,,,
1877,22434370.298556857,4775990.048743272,4.697323501429848,,,
1878,22660068.18874087,4824322.479745978,4.697046742599601,,,
1879,22887326.34484929,4873022.925384241,4.696740954290628,,,
1880,23116128.68215716,4922092.117553867,4.696403100567159,,,
1881,23346458.45897322,4971531.124000345,4.696029829978713,,,
1882,23578298.27649074,5021341.402202906,4.695617443208848,,,
1883,23811630.07916359,5071524.859384063,4.69516185750404,,,
1884,24046435.155616798,5122083.919298145,4.694658567583907,,,
1885,24282694.140100442,5173021.596518862,4.694102602711201,,,
1886,24520387.01449503,5224341.579018159,4.693488479576653,,,
1887,24759493.110875808,5276048.319907197,4.692810150630182,,,
1888,24999991.11464277,5328147.139295185,4.69206094746659,,,
1889,25241859.06822242,5380644.337313414,4.691233518851354,,,
1890,25485074.375346594,5433547.31945016,4.690319762951015,,,
1891,25729613.805912815,5486864.735447174,4.689310753314183,,,
1892,25975453.50142988,5540606.63312003,4.688196658134267,,,
1893,26222568.981051482,5594784.628582171,4.686966652315408,,,
1894,26470935.148200043,5649412.09447558,4.685608821860475,,,
1895,26720526.2977817,5704504.367938119,4.684110060106725,,,
1896,26971316.12399269,5760078.98016748,4.682455955353666,,,
1897,27223277.72871667,5816155.9095722055,4.680630669462061,,,
1898,27476383.630511038,5872757.860627973,4.678616807057152,,,
1899,27730605.774180003,5929910.570679223,4.676395275047746,,,
1900,27985915.54093071,5987643.147036463,4.673945132281659,,,
1901,28242283.759108037,6045988.436812449,4.671243429303987,,,
1902,28499680.715502664,6104983.432007594,4.66826503837549,,,
1903,28758076.167225942,6164669.712386338,4.664982474153302,,,
1904,29017439.354144208,6225093.928669651,4.661365705745335,,,
1905,29277739.011864267,6286308.328488803,4.657381961234869,,,
1906,29538943.385260634,6348371.327383599,4.6529955262454274,,,
1907,29801020.242534257,6411348.12686213,4.648167538691991,,,
1908,30063936.88979157,6475311.381141795,4.642855782557036,,,
1909,30327660.186131574,6540341.913631349,4.637014484353305,,,
1910,30592156.5592279,6606529.483453784,4.630594116903089,,,
1911,30857392.02139175,6673973.601306817,4.623541216187854,,,
1912,31123332.186100848,6742784.392662393,4.615798218310193,,,
1913,31389942.284978494,6813083.504663204,4.607303325064738,,,
1914,31657187.1852061,6885005.051021183,4.597990408229361,,,
1915,31925031.407351702,6958696.586693725,4.58778896444459,,,
1916,32193439.14359603,7034320.101037735,4.576624134413034,,,
1917,32462374.276337206,7112053.014449155,4.564416802066188,,,
1918,32731800.397154115,7192089.1591186905,4.551083791231118,,,
1919,33001680.826107927,7274639.719415675,4.536538179069951,,,
1920,33271978.631360665,7359934.10151081,4.520689747008844,,,
1921,33542656.6490888,7448220.6951529775,4.503445590826424,,,
1922,33813677.50366964,7539767.483055843,4.484710911796589,,,
1923,34085003.62811744,7634862.445215873,4.46439000999627,,,
1924,34356597.28474567,7733813.696844471,4.44238749877874,,,
1925,34628420.58603172,7836949.289726159,4.418609755638947,,,
1926,34900435.515659526,7944616.598114668,4.392966618923023,,,
1927,35172603.9497154,8057181.202307299,4.3653733317606385,,,
1928,35444887.67801223,8175025.17653212,4.33575272401156,,,
1929,35717248.42551651,8298544.683674929,4.30403760984504,,,
1930,35989647.873852886,8428146.77879614,4.270173362950565,,,
1931,36262047.682860576,8564245.327657672,4.2341206137281775,,,
1932,36534409.51217572,8707255.957050856,4.195857993882829,,,
1933,36806695.04281407,8857589.972097998,4.155384834786621,,,
1934,37078865.998728074,9015647.203325689,4.112723708293558,,,
1935,37350884.16831266,9181807.784353573,4.067922684241018,,,
1936,37622711.42583396,9356422.910189152,4.021057169707753,,,
1937,37894309.75275567,9539804.686278934,3.9722311932925543,,,
1938,38165641.25893752,9732215.248479556,3.9215780050590294,,,
1939,38436668.20368105,9933855.411471097,3.869259880639736,,,
1940,38707353.01659783,10144853.18377078,3.81546704673064,,,
1941,38977658.318275794,10365252.565719593,3.7604156841468943,,,
1942,39247546.940719835,10595003.115415342,3.70434501181185,,,
1943,39516981.94754308,10833950.818275183,3.6475135073425013,,,
1944,39785926.65388583,11081830.820078408,3.5901943730994734,,,
1945,40054344.646039866,11338262.572943956,3.532670405924445,,,
1946,40322199.800756186,11602747.892555302,3.475228469510073,,,
1947,40589456.304214895,11874672.329985192,3.4181537962711523,,,
1948,40856078.6706368,12153310.123842286,3.3617243577521823,,,
1949,41122031.76051686,12437832.824238095,3.306205537702737,,,
1950,41387280.79846027,12727321.480340937,3.251845320508993,,,
1951,41651791.39060306,13020782.07344013,3.198870171981807,,,
1952,41915529.541599385,13317163.675706314,3.1474817432831674,,,
1953,42178461.67115916,13615378.640117195,3.0978544766196903,,,
1954,42440554.630119875,13914323.996476324,3.050134138091621,,,
1955,42701775.716037825,14212903.15511416,3.0044372532484784,,,
1956,42962092.68828467,14510047.010775952,2.96085137810916,,,
1957,43221473.782636106,14804733.594469229,2.919436105137538,,,
1958,43479887.725340515,15096005.53388871,2.880224681140545,,,
1959,43737303.74665633,15382984.7409094,2.843226102301308,,,
1960,43993691.59384774,15664883.931115968,2.808427549626512,,,
1961,44249021.543629475,15941014.777436,2.7757970343432943,,,
1962,44503264.4140523,16210792.69044173,2.74528613522351,,,
1963,44756391.57582178,16473738.387252461,2.7168327263503658,,,
1964,45008374.96304391,16729476.54868125,2.69036361251792,,,
1965,45259187.0833922,16977731.964367036,2.6657970085982305,,,
1966,45508801.02769171,17218323.626599874,2.6430448175214365,,,
1967,45757190.47891647,17451157.257642224,2.6220146780740543,,,
1968,46004329.720597886,17676216.74761168,2.6026117679742615,,,
1969,46250193.64464222,17893554.94713168,2.584740359380408,,,
1970,46494757.7585568,18103284.20831477,2.5683051331206483,,,
1971,46737998.19208482,18305567.006327245,2.5532122646586157,,,
1972,46979891.70325017,18500606.908067062,2.5393702994016327,,,
1973,47220415.68381401,18688640.089446906,2.526690837739361,,,
1974,47459548.164146125,18869927.54216691,2.515089051512921,,,
1975,47697267.81751462,19044748.05715789,2.504484053785516,,,
1976,47933553.96379852,19213392.026418205,2.4947991431128043,,,
1977,48168386.57262845,19376156.06818322,2.4859619422514743,,,
1978,48401746.26596157,19533338.452003233,2.477904449610238,,,
1979,48633614.320097364,19685235.279649846,2.4705630199083117,,,
1980,48863972.66714185,19832137.363840107,2.463878288592102,,,
1981,49092803.89592828,19974327.738460235,2.4577950526665737,,,
1982,49320091.25240316,20112079.730180733,2.452262118789838,,,
1983,49545818.63948693,20245655.52104323,2.4472321278009135,,,
1984,49769970.616419196,20375305.133844703,2.4426613633259433,,,
1985,49992532.39759922,20501265.776159756,2.4385095507485146,,,
1986,50213489.85093239,20623761.483981237,2.434739651635998,,,
1987,50432829.49569445,20743003.011713542,2.4313176576802844,,,
1988,50650538.49992521,20859187.92123077,2.4282123873275236,,,
1989,50866604.67736413,20972500.828629505,2.4253952875246174,,,
1990,51081016.48394068,21083113.772963274,2.4228402423861293,,,
1991,51293763.013832204,21191186.676514573,2.420523390069478,,,
1992,51504833.99510298,21296867.870964866,2.4184229487248787,,,
1993,51714219.78493794,21400294.66812925,2.416519052046242,,,
1994,51921911.364485085,21501593.957725346,2.414793594678127,,,
1995,52127900.333320536,21600882.81796166,2.4132300875210024,,,
1996,52332178.903550655,21698269.127587926,2.4118135228129196,,,
1997,52534739.89356565,21793852.170486607,2.4105302487418254,,,
1998,52735576.7214592,21887723.225941375,2.4093678532519496,,,
1999,52934683.39812871,21979966.139438182,2.408315056643747,,,
2000,53132054.52007098,22070657.870278314,2.407361612524556,,,
2001,53327685.261888005,22159869.01344999,2.4064982166420132,,,
2002,53521571.368517645,22247664.294152185,2.4057164231206882,,,
2003,53713709.14720386,22334103.03412349,2.4050085676212998,,,
2004,53904095.459221244,22419239.58953023,2.4043676969487593,,,
2005,54092727.711368404,22503123.760636415,2.403787504648137,,,
2006,54279603.84724476,22585801.173836768,2.403262272144761,,,
2007,54464722.33832509,22667313.636901632,2.402786815004771,,,
2008,54648082.1748461,22747699.46847604,2.4023564339144663,,,
2009,54829682.856519155,22826993.803008664,2.40196686999987,,,
2010,55009524.38308298,22905228.872371033,2.4016142641315015,,,
2011,55187607.24471016,22982434.265473835,2.401295119882826,,,
2012,55363932.41228087,23058637.167203594,2.401006269833902,,,
2013,55538501.327537164,23133862.57799538,2.4007448449341378,,,
2014,55711315.89313072,23208133.515332446,2.4005082466595193,,,
2015,55882378.462577105,23281471.19842539,2.4002941217201355,,,
2016,56051691.8301286,23353895.21727532,2.400100339093159,,,
2017,56219259.22057831,23425423.687271573,2.3999249691746485,,,
2018,56385084.27900708,23496073.39041555,2.3997662648605584,,,
2019,56549171.06048502,23565859.90420146,2.3996226443832462,,,
2020,56711524.01973894,23634797.719123144,2.399492675744506,,,
2021,56872148.00079666,23702900.34571464,2.399375062599833,,,
2022,57031048.22661879,23770180.411971666,2.399268631461272,,,
2023,57188230.28872845,23836649.751943145,2.3991723200978154,,,
2024,57343700.136848785,23902319.486225016,2.399085167023064,,,
2025,57497464.06855801,23967200.095035434,2.399006301969667,,,
2026,57649528.71897129,24031301.484499056,2.398934937259101,,,
2027,57799901.05045833,24094633.046720106,2.398870359983605,,,
2028,57948588.342405476,24157203.71417882,2.3988119249246203,,,
2029,58095598.181030355,24219022.00894321,2.39875904813901,,,
2030,58240938.44925717,24280096.087148808,2.3987112011506193,,,
2031,58384617.31666019,24340433.779162046,2.39866790569047,,,
2032,58526643.2294825,24400042.625808895,2.398628728934127,,,
2033,58667024.900737196,24458929.911018595,2.398593279189539,,,
2034,58805771.30039724,24517102.691203054,2.3985612019929765,,,
2035,58942891.64568045,24574567.8216655,2.3985321765746397,,,
2036,59078395.39143537,24631331.980306953,2.3985059126590986,,,
2037,59212292.22063348,24687401.68887612,2.3984821475689726,,,
2038,59344592.03497321,24742783.331987344,2.398460643603213,,,
2039,59475304.945600465,24797483.174111564,2.39844118566405,,,
2040,59604441.2639502,24851507.374727774,2.3984235791090764,,,
2041,59732011.49271351,24904862.001805764,2.3984076478071854,,,
2042,59858026.31693405,24957553.04377627,2.3983932323790453,,,
2043,59982496.595237546,25009586.420130808,2.398380188604647,,,
2044,60105433.35119772,25060967.99078082,2.3983683859820863,,,
2045,60226847.76484171,25111703.564294487,2.3983577064232433,,,
2046,60346751.16429799,25161798.90511892,2.3983480430733843,,,
2047,60465155.01758906,25211259.73988585,2.3983392992429193,,,
2048,60582070.92457145,25260091.762890194,2.3983313874406846,,,
2049,60697510.6090249,25308300.64082289,2.3983242284991024,,,
2050,60811485.91089271,25355892.016832028,2.398317750782507,,,
